model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.016243316074510638,0.09407941382402986,0.2082777036048064,0.07548430193720775,0.10347129506008011
GPT-4o,0.0026829854747491585,0.060260029067488736,0.16309341500765695,0.06283524904214559,0.08575803981623277
Gemini,0.00231707639453128,0.05923510317094539,0.148747591522158,0.05322020825298882,0.08015414258188824
Grok,0.00903050689595664,0.08357867686924392,0.20275162925416365,0.08260869565217391,0.09775524981897177
Claude,0.015283916698412774,0.08588240651513963,0.20340113371123708,0.07941274607941275,0.09869956652217406
