vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.09705159705159713,6.000000000000003,0.001511541074182393,0.0,0.46
1,ICC2,0.027946537059538187,1.9829059829059787,0.12523547439941007,-0.01,0.26
2,ICC2,0.037593984962406124,2.0000000000000018,0.12250724468184232,-0.02,0.32
