model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.009136124457484712,0.08423024777896794,0.21092278719397364,0.053524312099509995,0.07231638418079096
GPT-4o,0.0009150904735249338,0.052118504952483075,0.17460986925347954,0.04896580835795695,0.0776043863348798
Gemini,0.0013188033722849196,0.05882160235642337,0.16407236011779555,0.039578947368421054,0.06647034076567102
Grok,0.003576262998412967,0.07104212083669426,0.20394736842105263,0.06419753086419752,0.07812499999999999
Claude,0.00784558872630686,0.07542840297062478,0.22314361100640784,0.06412674462466994,0.07237090086694309
