model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.01568751846541771,0.09007730441461999,0.24132091447925483,0.09915254237288136,0.12531752751905165
GPT-4o,0.006572998979180569,0.0750582266184053,0.2092216162617749,0.08436724565756824,0.13485374318294496
Gemini,0.00433598484911311,0.060644445374059025,0.18595641646489103,0.07077072224915174,0.09007263922518159
Grok,0.016965323793407615,0.09703805005695836,0.26929982046678635,0.11410601976639713,0.13464991023339318
Claude,0.016030595354138134,0.09318027371775262,0.2530938123752495,0.09588493807431081,0.12055888223552895
