statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2023-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;13;Anzahl;HBLEHR;Voll- und teilzeitbeschäftigte Lehrkräfte
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2023-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;352;Anzahl;UWOSTD;Unterrichtswochenstunden
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2023-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;222;Anzahl;SCHUEL;Schüler
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2023-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;12;Anzahl;KLASSE;Klassen
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2023-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;2;Anzahl;SCHULE;Schulen
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2020-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;14;Anzahl;HBLEHR;Voll- und teilzeitbeschäftigte Lehrkräfte
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2020-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;305;Anzahl;UWOSTD;Unterrichtswochenstunden
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2020-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;190;Anzahl;SCHUEL;Schüler
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2020-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;11;Anzahl;KLASSE;Klassen
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2020-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;2;Anzahl;SCHULE;Schulen
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2017-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;13;Anzahl;HBLEHR;Voll- und teilzeitbeschäftigte Lehrkräfte
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2017-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;312;Anzahl;UWOSTD;Unterrichtswochenstunden
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2017-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;187;Anzahl;SCHUEL;Schüler
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2017-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;11;Anzahl;KLASSE;Klassen
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2017-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;2;Anzahl;SCHULE;Schulen
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2024-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;15;Anzahl;HBLEHR;Voll- und teilzeitbeschäftigte Lehrkräfte
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2024-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;374;Anzahl;UWOSTD;Unterrichtswochenstunden
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2024-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;217;Anzahl;SCHUEL;Schüler
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2024-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;12;Anzahl;KLASSE;Klassen
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2024-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;2;Anzahl;SCHULE;Schulen
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2019-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;13;Anzahl;HBLEHR;Voll- und teilzeitbeschäftigte Lehrkräfte
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2019-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;311;Anzahl;UWOSTD;Unterrichtswochenstunden
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2019-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;191;Anzahl;SCHUEL;Schüler
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2019-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;11;Anzahl;KLASSE;Klassen
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2019-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;2;Anzahl;SCHULE;Schulen
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2016-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;14;Anzahl;HBLEHR;Voll- und teilzeitbeschäftigte Lehrkräfte
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2016-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;296;Anzahl;UWOSTD;Unterrichtswochenstunden
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2016-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;186;Anzahl;SCHUEL;Schüler
21111;Statistik der allgemeinbildenden Schulen;SLJAHR;Schuljahr;2016-P1Y;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09678181;Stadtlauringen, M;ALLSCH;Art der allgemein bildenden Schulen;SCHULE-VOLK;Grund- sowie Mittel-/Hauptschulen;10;Anzahl;KLASSE;Klassen
