Tabelle: 12421-001
Reg.Vorausberechnung: Kreise, Bevölkerung,;;;;;;;;;;;;;;;;;;;;;;
Stichtage;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsvorausberechnungen;;;;;;;;;;;;;;;;;;;;;;
;;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung
;;31.12.2023;31.12.2024;31.12.2025;31.12.2026;31.12.2027;31.12.2028;31.12.2029;31.12.2030;31.12.2031;31.12.2032;31.12.2033;31.12.2034;31.12.2035;31.12.2036;31.12.2037;31.12.2038;31.12.2039;31.12.2040;31.12.2041;31.12.2042;31.12.2043
;;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
09375;    Regensburg (Lkr);193,8;196,2;197,0;197,7;198,4;199,2;199,9;200,6;201,3;202,0;202,7;203,3;204,0;204,6;205,1;205,7;206,2;206,6;207,1;207,5;207,9
__________
"Die der Bevölkerungsvorausberechnung und dem jeweiligen
Ausgangsjahr zugrundeliegenden Einwohnerzahlen stammen aus
der Bevölkerungsfortschreibung auf Basis des Zensus 2022."
© Bayerisches Landesamt für Statistik, Fürth 2026
Stand: 29.01.2026 / 11:13:39
