typ,Ortsteil,Einzugsdatum,Registrierungssdatum,Alter,Geschlecht,Staat,Gebiet,Unterkunftsart,Wohndauer
Z,64,05.03.2022,08.03.2022,14,2,166,166,Privat,
Z,11,04.03.2022,08.03.2022,70,2,166,166,Privat,
Z,81,28.02.2022,08.03.2022,46,2,166,166,Privat,
Z,81,28.02.2022,08.03.2022,15,2,166,166,Privat,
Z,74,02.03.2022,08.03.2022,26,1,166,166,Privat,
Z,74,02.03.2022,08.03.2022,3,2,166,166,Privat,
Z,64,05.03.2022,08.03.2022,20,2,166,166,Privat,
Z,64,05.03.2022,08.03.2022,20,2,166,166,Privat,
Z,80,07.03.2022,08.03.2022,32,2,166,166,Privat,
Z,80,07.03.2022,08.03.2022,14,1,166,166,Privat,
Z,80,07.03.2022,08.03.2022,12,1,166,166,Privat,
Z,71,06.03.2022,08.03.2022,27,2,166,166,Privat,
Z,20,07.03.2022,08.03.2022,81,2,166,166,Privat,
Z,95,01.03.2022,08.03.2022,35,2,166,166,Privat,
Z,95,01.03.2022,08.03.2022,7,1,166,166,Privat,
Z,80,07.03.2022,08.03.2022,38,1,166,166,Privat,
Z,94,07.03.2022,08.03.2022,27,2,166,166,Privat,
Z,94,07.03.2022,08.03.2022,4,1,166,166,Privat,
Z,91,08.03.2022,08.03.2022,30,2,166,166,Privat,
Z,91,08.03.2022,08.03.2022,4,1,166,166,Privat,
Z,80,28.02.2022,08.03.2022,28,2,166,166,Privat,
Z,80,28.02.2022,08.03.2022,8,2,166,166,Privat,
Z,80,28.02.2022,08.03.2022,4,2,166,166,Privat,
Z,74,02.03.2022,08.03.2022,63,2,166,166,Privat,
Z,90,28.02.2022,08.03.2022,50,2,166,166,Privat,
Z,90,28.02.2022,08.03.2022,10,2,166,166,Privat,
Z,30,05.03.2022,08.03.2022,32,2,166,166,Privat,
Z,30,05.03.2022,08.03.2022,8,2,166,166,Privat,
Z,30,05.03.2022,08.03.2022,10,2,166,166,Privat,
Z,80,28.02.2022,08.03.2022,35,1,166,166,Privat,
Z,94,06.03.2022,08.03.2022,30,2,166,166,Privat,
Z,94,06.03.2022,08.03.2022,3,2,166,166,Privat,
Z,05,06.03.2022,08.03.2022,43,2,166,166,Privat,
Z,05,06.03.2022,08.03.2022,7,1,166,166,Privat,
Z,94,06.03.2022,08.03.2022,65,2,166,166,Privat,
Z,63,07.03.2022,08.03.2022,43,1,430,166,Privat,
Z,05,06.03.2022,08.03.2022,40,2,166,166,Privat,
Z,05,06.03.2022,08.03.2022,8,1,166,166,Privat,
Z,05,06.03.2022,08.03.2022,9,1,166,166,Privat,
Z,04,06.03.2022,08.03.2022,33,2,166,166,Privat,
Z,04,06.03.2022,08.03.2022,5,1,166,166,Privat,
Z,20,04.03.2022,08.03.2022,41,2,166,166,Privat,
Z,20,04.03.2022,08.03.2022,16,2,166,166,Privat,
Z,20,04.03.2022,08.03.2022,4,1,166,166,Privat,
Z,94,06.03.2022,08.03.2022,69,1,166,166,Privat,
Z,05,06.03.2022,08.03.2022,21,2,166,166,Privat,
Z,00,06.03.2022,08.03.2022,54,2,166,166,Privat,
Z,51,05.03.2022,08.03.2022,44,2,166,166,Privat,
Z,20,04.03.2022,08.03.2022,38,2,166,166,Privat,
Z,20,04.03.2022,08.03.2022,8,1,166,166,Privat,
Z,20,04.03.2022,08.03.2022,5,2,166,166,Privat,
Z,63,07.03.2022,08.03.2022,39,2,166,166,Privat,
Z,94,05.03.2022,08.03.2022,46,2,166,166,Privat,
Z,94,05.03.2022,08.03.2022,15,2,166,166,Privat,
Z,51,05.03.2022,08.03.2022,11,2,166,166,Privat,
Z,63,07.03.2022,08.03.2022,2,1,166,166,Privat,
Z,00,06.03.2022,08.03.2022,24,2,166,166,Privat,
Z,05,06.03.2022,08.03.2022,39,2,166,166,Privat,
Z,02,06.03.2022,08.03.2022,44,2,166,166,EAE,
Z,05,06.03.2022,08.03.2022,53,2,166,166,Privat,
Z,32,06.03.2022,08.03.2022,49,2,166,166,Privat,
Z,32,06.03.2022,08.03.2022,14,2,166,166,Privat,
Z,02,06.03.2022,08.03.2022,11,2,166,166,EAE,
Z,91,05.03.2022,08.03.2022,71,2,166,166,Privat,
Z,05,06.03.2022,08.03.2022,34,2,166,166,Privat,
Z,32,04.03.2022,08.03.2022,46,2,166,166,Privat,
Z,93,02.03.2022,08.03.2022,55,2,166,166,Privat,
Z,01,04.03.2022,08.03.2022,40,2,166,166,Privat,
Z,01,04.03.2022,08.03.2022,13,2,166,166,Privat,
Z,01,04.03.2022,08.03.2022,39,2,166,166,Privat,
Z,01,04.03.2022,08.03.2022,10,1,166,166,Privat,
Z,05,25.02.2022,08.03.2022,61,2,166,166,Privat,
Z,32,04.03.2022,08.03.2022,12,1,166,166,Privat,
Z,00,06.03.2022,08.03.2022,51,2,166,166,Privat,
Z,00,06.03.2022,08.03.2022,15,1,166,166,Privat,
Z,93,02.03.2022,08.03.2022,30,2,166,166,Privat,
Z,91,07.03.2022,08.03.2022,37,2,166,166,Privat,
Z,91,07.03.2022,08.03.2022,10,1,166,166,Privat,
Z,03,05.03.2022,08.03.2022,60,2,166,166,Privat,
Z,05,04.03.2022,08.03.2022,46,2,166,166,Privat,
Z,05,04.03.2022,08.03.2022,16,1,166,166,Privat,
Z,22,08.03.2022,08.03.2022,34,2,166,166,Privat,
Z,51,08.03.2022,08.03.2022,34,2,166,166,Privat,
Z,22,08.03.2022,08.03.2022,8,2,166,166,Privat,
Z,20,08.03.2022,08.03.2022,44,2,166,166,Privat,
Z,20,08.03.2022,08.03.2022,7,1,166,166,Privat,
Z,20,08.03.2022,08.03.2022,7,1,166,166,Privat,
Z,52,04.03.2022,08.03.2022,19,1,166,166,Privat,
Z,94,05.03.2022,08.03.2022,43,2,166,166,Privat,
Z,94,05.03.2022,08.03.2022,9,2,166,166,Privat,
Z,22,08.03.2022,08.03.2022,61,2,166,166,Privat,
Z,20,08.03.2022,08.03.2022,30,1,163,166,Privat,
Z,52,01.03.2022,08.03.2022,24,2,166,166,Privat,
Z,52,04.03.2022,08.03.2022,51,2,166,166,Privat,
Z,04,05.03.2022,08.03.2022,71,2,166,166,Privat,
Z,52,01.03.2022,08.03.2022,26,1,166,166,Privat,
Z,94,05.03.2022,08.03.2022,31,2,166,166,Privat,
Z,94,05.03.2022,08.03.2022,7,1,166,166,Privat,
Z,82,06.03.2022,08.03.2022,39,1,166,166,Privat,
Z,02,07.03.2022,08.03.2022,53,2,166,166,Privat,
Z,40,05.03.2022,08.03.2022,71,2,166,166,Privat,
Z,02,07.03.2022,08.03.2022,42,2,166,166,Privat,
Z,22,06.03.2022,08.03.2022,46,2,166,166,Privat,
Z,94,05.03.2022,08.03.2022,0,2,166,166,Privat,
Z,40,05.03.2022,08.03.2022,74,1,166,166,Privat,
Z,82,06.03.2022,08.03.2022,36,2,166,166,Privat,
Z,82,06.03.2022,08.03.2022,11,2,166,166,Privat,
Z,82,06.03.2022,08.03.2022,8,2,166,166,Privat,
Z,82,06.03.2022,08.03.2022,3,1,166,166,Privat,
Z,21,07.03.2022,08.03.2022,38,2,166,166,Privat,
Z,60,28.02.2022,08.03.2022,35,2,166,166,Privat,
Z,60,28.02.2022,08.03.2022,6,2,166,166,Privat,
Z,21,07.03.2022,08.03.2022,10,1,166,166,Privat,
Z,21,07.03.2022,08.03.2022,8,1,166,166,Privat,
Z,22,01.03.2022,08.03.2022,28,2,166,166,Privat,
Z,22,01.03.2022,08.03.2022,6,2,166,166,Privat,
Z,60,28.02.2022,08.03.2022,56,2,166,166,Privat,
Z,26,08.03.2022,08.03.2022,70,2,166,166,Privat,
Z,06,08.03.2022,08.03.2022,45,1,166,166,Privat,
Z,06,08.03.2022,08.03.2022,13,1,166,166,Privat,
Z,06,08.03.2022,08.03.2022,13,2,166,166,Privat,
Z,22,01.03.2022,08.03.2022,38,1,166,166,Privat,
Z,26,08.03.2022,08.03.2022,73,1,166,166,Privat,
Z,60,28.02.2022,08.03.2022,36,2,166,166,Privat,
Z,60,28.02.2022,08.03.2022,6,2,166,166,Privat,
Z,60,28.02.2022,08.03.2022,3,2,166,166,Privat,
Z,20,03.03.2022,08.03.2022,15,1,166,166,Privat,
Z,22,28.02.2022,08.03.2022,45,2,166,166,Privat,
Z,82,08.03.2022,08.03.2022,42,2,166,166,Privat,
Z,70,07.03.2022,08.03.2022,72,2,166,166,Privat,
Z,22,28.02.2022,08.03.2022,15,1,166,166,Privat,
Z,82,08.03.2022,08.03.2022,41,1,160,166,Privat,
Z,20,03.03.2022,08.03.2022,33,2,166,166,Privat,
Z,20,03.03.2022,08.03.2022,7,2,166,166,Privat,
Z,22,28.02.2022,08.03.2022,49,1,166,166,Privat,
Z,82,08.03.2022,08.03.2022,74,2,166,166,Privat,
Z,22,28.02.2022,08.03.2022,23,2,166,166,Privat,
Z,22,28.02.2022,08.03.2022,25,1,166,166,Privat,
Z,30,07.03.2022,08.03.2022,40,2,166,166,Privat,
Z,90,07.03.2022,08.03.2022,36,2,166,166,Privat,
Z,90,07.03.2022,08.03.2022,6,2,166,166,Privat,
Z,41,08.03.2022,08.03.2022,22,1,252,166,Privat,
Z,73,08.03.2022,08.03.2022,52,2,166,166,Privat,
Z,30,07.03.2022,08.03.2022,3,1,166,166,Privat,
Z,41,08.03.2022,08.03.2022,19,2,166,166,Privat,
Z,71,13.05.2022,17.05.2022,19,2,166,009,Privat,
Z,73,08.03.2022,08.03.2022,25,2,166,166,Privat,
Z,41,06.03.2022,08.03.2022,33,2,166,166,Privat,
Z,41,06.03.2022,08.03.2022,4,2,166,166,Privat,
Z,41,08.03.2022,08.03.2022,23,1,252,166,Privat,
Z,30,07.03.2022,08.03.2022,67,2,166,166,Privat,
Z,30,07.03.2022,08.03.2022,63,1,166,166,Privat,
Z,41,06.03.2022,08.03.2022,60,2,166,166,Privat,
Z,41,06.03.2022,08.03.2022,60,2,166,166,Privat,
Z,29,06.03.2022,08.03.2022,50,2,166,166,Privat,
Z,29,06.03.2022,08.03.2022,29,2,166,166,Privat,
Z,29,06.03.2022,08.03.2022,5,2,166,166,Privat,
Z,64,05.03.2022,08.03.2022,49,1,166,166,Privat,
Z,82,05.03.2022,08.03.2022,44,2,166,166,Privat,
Z,82,05.03.2022,08.03.2022,16,2,166,166,Privat,
Z,82,05.03.2022,08.03.2022,10,1,166,166,Privat,
Z,64,05.03.2022,08.03.2022,24,2,166,166,Privat,
Z,64,05.03.2022,08.03.2022,45,2,166,166,Privat,
Z,64,05.03.2022,08.03.2022,7,2,166,166,Privat,
Z,64,05.03.2022,08.03.2022,12,2,166,166,Privat,
Z,64,05.03.2022,08.03.2022,16,1,166,166,Privat,
Z,03,27.02.2022,08.03.2022,36,2,166,166,Privat,
Z,93,04.03.2022,08.03.2022,46,2,166,166,Privat,
Z,93,04.03.2022,08.03.2022,73,2,166,166,Privat,
Z,06,04.03.2022,08.03.2022,71,2,166,166,Privat,
Z,12,01.03.2022,08.03.2022,39,2,166,166,Privat,
Z,12,01.03.2022,08.03.2022,14,2,166,166,Privat,
Z,42,04.03.2022,09.03.2022,45,2,166,166,Privat,
Z,04,04.03.2022,09.03.2022,43,2,166,166,Privat,
Z,04,04.03.2022,09.03.2022,17,2,166,166,Privat,
Z,42,04.03.2022,09.03.2022,71,2,166,166,Privat,
Z,42,07.03.2022,09.03.2022,20,2,166,166,Privat,
Z,04,04.03.2022,09.03.2022,63,2,166,166,Privat,
Z,02,07.03.2022,09.03.2022,45,2,166,166,EAE,
Z,02,07.03.2022,09.03.2022,9,2,166,166,EAE,
Z,02,07.03.2022,09.03.2022,15,2,166,166,EAE,
Z,02,07.03.2022,09.03.2022,68,2,166,166,EAE,
Z,64,15.03.2022,14.07.2022,68,2,166,,Privat,
Z,40,01.03.2022,09.03.2022,32,2,166,166,Privat,
Z,02,07.03.2022,09.03.2022,40,2,166,166,EAE,
Z,02,07.03.2022,09.03.2022,9,1,166,166,EAE,
Z,40,01.03.2022,09.03.2022,32,2,166,166,Privat,
Z,40,01.03.2022,09.03.2022,5,1,166,166,Privat,
Z,93,03.03.2022,09.03.2022,29,2,166,166,Privat,
Z,93,03.03.2022,09.03.2022,0,1,166,166,Privat,
Z,93,03.03.2022,09.03.2022,30,1,166,166,Privat,
Z,30,01.03.2022,09.03.2022,25,2,166,166,Privat,
Z,30,01.03.2022,09.03.2022,0,1,166,166,Privat,
Z,91,05.03.2022,09.03.2022,51,2,165,166,Privat,
Z,30,01.03.2022,09.03.2022,45,2,166,166,Privat,
Z,30,01.03.2022,09.03.2022,16,1,166,166,Privat,
Z,41,28.02.2022,09.03.2022,15,1,261,166,Privat,
Z,32,09.03.2022,09.03.2022,32,2,166,166,Privat,
Z,20,03.03.2022,09.03.2022,1,1,166,166,Privat,
Z,32,09.03.2022,09.03.2022,37,2,166,166,Privat,
Z,32,09.03.2022,09.03.2022,4,1,166,166,Privat,
Z,32,09.03.2022,09.03.2022,4,2,166,166,Privat,
Z,12,07.03.2022,09.03.2022,24,2,166,166,Privat,
Z,12,07.03.2022,09.03.2022,46,2,166,166,Privat,
Z,12,07.03.2022,09.03.2022,12,1,166,166,Privat,
Z,90,06.03.2022,09.03.2022,20,2,166,166,Privat,
Z,01,07.03.2022,09.03.2022,26,2,166,166,Privat,
Z,01,07.03.2022,09.03.2022,1,2,166,166,Privat,
Z,90,06.03.2022,09.03.2022,28,2,166,166,Privat,
Z,64,09.03.2022,09.03.2022,66,1,166,166,Privat,
Z,64,09.03.2022,09.03.2022,65,2,166,166,Privat,
Z,90,06.03.2022,09.03.2022,24,1,166,166,Privat,
Z,74,28.02.2022,09.03.2022,57,2,166,166,Privat,
Z,74,28.02.2022,09.03.2022,64,1,166,166,Privat,
Z,90,06.03.2022,09.03.2022,49,2,166,166,Privat,
Z,91,02.03.2022,09.03.2022,40,2,166,166,Privat,
Z,91,02.03.2022,09.03.2022,15,1,166,166,Privat,
Z,91,02.03.2022,09.03.2022,80,2,166,166,Privat,
Z,91,02.03.2022,09.03.2022,60,2,166,166,Privat,
Z,03,07.03.2022,09.03.2022,10,1,166,166,Privat,
Z,50,06.03.2022,09.03.2022,31,2,166,166,Privat,
Z,50,06.03.2022,09.03.2022,0,1,166,166,Privat,
Z,01,08.03.2022,09.03.2022,17,2,166,166,Privat,
Z,72,02.03.2022,09.03.2022,61,2,166,166,Privat,
Z,51,08.03.2022,09.03.2022,71,1,166,166,Privat,
Z,51,08.03.2022,09.03.2022,72,2,166,166,Privat,
Z,72,02.03.2022,09.03.2022,38,2,166,166,Privat,
Z,72,02.03.2022,09.03.2022,6,2,166,166,Privat,
Z,72,02.03.2022,09.03.2022,13,2,166,166,Privat,
Z,72,02.03.2022,09.03.2022,9,2,166,166,Privat,
Z,35,06.03.2022,09.03.2022,34,2,166,166,Privat,
Z,35,06.03.2022,09.03.2022,3,1,166,166,Privat,
Z,42,09.03.2022,09.03.2022,35,1,166,166,Privat,
Z,35,06.03.2022,09.03.2022,63,2,166,166,Privat,
Z,06,07.03.2022,09.03.2022,11,2,166,166,Privat,
Z,42,09.03.2022,09.03.2022,35,2,166,166,Privat,
Z,42,09.03.2022,09.03.2022,10,2,166,166,Privat,
Z,42,09.03.2022,09.03.2022,3,2,166,166,Privat,
Z,42,09.03.2022,09.03.2022,13,1,166,166,Privat,
Z,21,07.03.2022,09.03.2022,38,2,166,166,Privat,
Z,21,07.03.2022,09.03.2022,17,1,166,166,Privat,
Z,21,07.03.2022,09.03.2022,9,1,166,166,Privat,
Z,64,09.03.2022,09.03.2022,38,2,166,166,Privat,
Z,64,09.03.2022,09.03.2022,8,2,166,166,Privat,
Z,64,09.03.2022,09.03.2022,11,2,166,166,Privat,
Z,64,02.03.2022,09.03.2022,37,2,166,166,Privat,
Z,64,02.03.2022,09.03.2022,8,2,166,166,Privat,
Z,21,07.03.2022,09.03.2022,65,1,166,166,Privat,
Z,64,06.03.2022,09.03.2022,66,1,166,166,Privat,
Z,64,06.03.2022,09.03.2022,63,2,166,166,Privat,
Z,21,07.03.2022,09.03.2022,66,2,166,166,Privat,
Z,23,05.03.2022,09.03.2022,37,2,166,166,Privat,
Z,23,05.03.2022,09.03.2022,14,1,166,166,Privat,
Z,14,05.03.2022,09.03.2022,38,2,166,166,Privat,
Z,22,09.03.2022,09.03.2022,57,2,166,166,Privat,
Z,52,07.03.2022,09.03.2022,39,1,262,166,Privat,
Z,27,28.02.2022,09.03.2022,33,1,166,166,Privat,
Z,27,28.02.2022,09.03.2022,31,2,166,166,Privat,
Z,27,28.02.2022,09.03.2022,2,2,166,166,Privat,
Z,27,28.02.2022,09.03.2022,10,1,166,166,Privat,
Z,27,28.02.2022,09.03.2022,34,2,166,166,Privat,
Z,24,27.11.2022,29.11.2022,35,2,166,166,Privat,
Z,93,03.03.2022,09.03.2022,35,2,166,166,Privat,
Z,27,28.02.2022,09.03.2022,15,1,166,166,Privat,
Z,24,27.11.2022,29.11.2022,16,1,166,166,Privat,
Z,93,03.03.2022,09.03.2022,5,2,166,166,Privat,
Z,27,28.02.2022,09.03.2022,9,2,166,166,Privat,
Z,24,27.11.2022,29.11.2022,9,2,166,166,Privat,
Z,93,03.03.2022,09.03.2022,12,2,166,166,Privat,
Z,93,03.03.2022,09.03.2022,10,2,166,166,Privat,
Z,02,27.02.2022,09.03.2022,61,1,166,166,Privat,
Z,27,28.02.2022,09.03.2022,34,1,166,166,Privat,
Z,02,27.02.2022,09.03.2022,60,2,166,166,Privat,
Z,93,03.03.2022,09.03.2022,34,1,166,166,Privat,
Z,80,07.03.2022,09.03.2022,27,2,166,166,Privat,
Z,80,07.03.2022,09.03.2022,6,2,166,166,Privat,
Z,53,08.03.2022,09.03.2022,53,2,166,166,Privat,
Z,53,08.03.2022,09.03.2022,30,2,166,166,Privat,
Z,53,08.03.2022,09.03.2022,4,1,166,166,Privat,
Z,31,08.03.2022,09.03.2022,39,2,166,166,Privat,
Z,31,08.03.2022,09.03.2022,10,2,166,166,Privat,
Z,31,08.03.2022,09.03.2022,38,2,166,166,Privat,
Z,31,08.03.2022,09.03.2022,4,2,166,166,Privat,
Z,30,26.02.2022,09.03.2022,74,2,166,166,Privat,
Z,30,26.02.2022,09.03.2022,46,2,166,166,Privat,
Z,72,27.02.2022,09.03.2022,34,1,166,166,Privat,
Z,72,27.02.2022,09.03.2022,11,1,166,166,Privat,
Z,72,27.02.2022,09.03.2022,7,1,166,166,Privat,
Z,10,06.03.2022,09.03.2022,54,2,166,166,Privat,
Z,70,06.03.2022,09.03.2022,37,2,166,166,Privat,
Z,70,06.03.2022,09.03.2022,5,1,166,166,Privat,
Z,70,06.03.2022,09.03.2022,11,2,166,166,Privat,
Z,50,07.03.2022,09.03.2022,48,2,166,166,Privat,
Z,50,07.03.2022,09.03.2022,15,2,166,166,Privat,
Z,70,06.03.2022,09.03.2022,37,2,166,166,Privat,
Z,70,06.03.2022,09.03.2022,10,2,166,166,Privat,
Z,70,06.03.2022,09.03.2022,6,1,166,166,Privat,
Z,10,06.03.2022,09.03.2022,33,2,166,166,Privat,
Z,10,06.03.2022,09.03.2022,10,2,166,166,Privat,
Z,10,06.03.2022,09.03.2022,6,1,166,166,Privat,
Z,73,07.03.2022,09.03.2022,49,2,166,166,Privat,
Z,42,07.03.2022,09.03.2022,43,1,166,166,Privat,
Z,73,07.03.2022,09.03.2022,48,2,166,166,Privat,
Z,42,07.03.2022,09.03.2022,44,2,166,166,Privat,
Z,42,07.03.2022,09.03.2022,7,1,166,166,Privat,
Z,50,07.03.2022,09.03.2022,41,2,166,166,Privat,
Z,50,07.03.2022,09.03.2022,10,1,166,166,Privat,
Z,95,09.03.2022,09.03.2022,43,2,166,166,Privat,
Z,95,09.03.2022,09.03.2022,11,2,166,166,Privat,
Z,95,09.03.2022,09.03.2022,9,2,166,166,Privat,
Z,95,09.03.2022,09.03.2022,6,2,166,166,Privat,
Z,35,07.03.2022,09.03.2022,45,2,166,166,Privat,
Z,71,09.03.2022,09.03.2022,27,2,166,166,Privat,
Z,71,09.03.2022,09.03.2022,8,1,166,166,Privat,
Z,95,09.03.2022,09.03.2022,13,1,166,166,Privat,
Z,50,07.03.2022,09.03.2022,33,2,166,166,Privat,
Z,50,07.03.2022,09.03.2022,12,2,166,166,Privat,
Z,50,07.03.2022,09.03.2022,4,2,166,166,Privat,
Z,50,07.03.2022,09.03.2022,2,2,166,166,Privat,
Z,71,09.03.2022,09.03.2022,26,2,166,166,Privat,
Z,71,09.03.2022,09.03.2022,7,1,166,166,Privat,
Z,50,07.03.2022,09.03.2022,38,1,166,166,Privat,
Z,95,09.03.2022,09.03.2022,34,2,166,166,Privat,
Z,95,09.03.2022,09.03.2022,14,2,166,166,Privat,
Z,95,09.03.2022,09.03.2022,3,2,166,166,Privat,
Z,95,09.03.2022,09.03.2022,10,2,166,166,Privat,
Z,21,08.03.2022,09.03.2022,51,2,166,166,Privat,
Z,21,08.03.2022,09.03.2022,74,2,166,166,Privat,
Z,03,08.03.2022,09.03.2022,39,2,166,166,Privat,
Z,03,08.03.2022,09.03.2022,10,2,166,166,Privat,
Z,21,08.03.2022,09.03.2022,80,1,166,166,Privat,
Z,53,28.02.2022,09.03.2022,73,2,166,166,Privat,
Z,21,08.03.2022,09.03.2022,39,2,166,166,Privat,
Z,21,08.03.2022,09.03.2022,17,1,166,166,Privat,
Z,53,28.02.2022,09.03.2022,28,2,166,166,Privat,
Z,53,28.02.2022,09.03.2022,2,1,166,166,Privat,
Z,27,08.03.2022,09.03.2022,21,2,166,166,Privat,
Z,21,08.03.2022,09.03.2022,70,2,166,166,Privat,
Z,53,28.02.2022,09.03.2022,40,2,166,166,Privat,
Z,53,28.02.2022,09.03.2022,14,2,166,166,Privat,
Z,53,28.02.2022,09.03.2022,15,2,166,166,Privat,
Z,53,28.02.2022,09.03.2022,33,2,166,166,Privat,
Z,53,28.02.2022,09.03.2022,7,1,166,166,Privat,
Z,53,28.02.2022,09.03.2022,31,1,166,166,Privat,
Z,41,03.03.2022,10.03.2022,34,2,166,166,Privat,
Z,41,03.03.2022,10.03.2022,9,1,166,166,Privat,
Z,41,03.03.2022,10.03.2022,2,1,166,166,Privat,
Z,93,07.03.2022,10.03.2022,34,2,166,166,Privat,
Z,93,07.03.2022,10.03.2022,6,1,166,166,Privat,
Z,93,07.03.2022,10.03.2022,13,2,166,166,Privat,
Z,93,07.03.2022,10.03.2022,8,1,166,166,Privat,
Z,93,04.03.2022,10.03.2022,51,2,166,166,Privat,
Z,93,04.03.2022,10.03.2022,15,2,166,166,Privat,
Z,93,07.03.2022,10.03.2022,34,2,166,166,Privat,
Z,93,07.03.2022,10.03.2022,10,1,166,166,Privat,
Z,93,07.03.2022,10.03.2022,7,1,166,166,Privat,
Z,93,07.03.2022,10.03.2022,0,2,166,166,Privat,
Z,20,06.03.2022,10.03.2022,67,2,166,166,Privat,
Z,90,03.03.2022,10.03.2022,31,2,166,166,Privat,
Z,21,04.03.2022,10.03.2022,19,1,439,166,Privat,
Z,20,06.03.2022,10.03.2022,3,1,166,166,Privat,
Z,90,07.03.2022,10.03.2022,63,2,166,166,Privat,
Z,10,07.03.2022,10.03.2022,35,2,166,166,Privat,
Z,10,07.03.2022,10.03.2022,13,2,166,166,Privat,
Z,10,07.03.2022,10.03.2022,10,1,166,166,Privat,
Z,40,28.02.2022,10.03.2022,39,2,166,166,Privat,
Z,40,28.02.2022,10.03.2022,15,2,166,166,Privat,
Z,62,06.03.2022,10.03.2022,30,2,166,166,Privat,
Z,62,06.03.2022,10.03.2022,1,1,166,166,Privat,
Z,41,28.02.2022,10.03.2022,57,2,166,166,Privat,
Z,51,01.03.2022,10.03.2022,6,1,166,166,Privat,
Z,21,04.03.2022,10.03.2022,34,1,439,166,Privat,
Z,92,04.03.2022,10.03.2022,83,1,166,166,Privat,
Z,10,07.03.2022,10.03.2022,53,1,368,166,Privat,
Z,70,28.02.2022,10.03.2022,34,2,166,166,Privat,
Z,70,28.02.2022,10.03.2022,4,2,166,166,Privat,
Z,70,28.02.2022,10.03.2022,1,2,166,166,Privat,
Z,92,04.03.2022,10.03.2022,74,2,166,166,Privat,
Z,51,01.03.2022,10.03.2022,8,1,166,166,Privat,
Z,51,01.03.2022,10.03.2022,14,1,166,166,Privat,
Z,92,04.03.2022,10.03.2022,77,2,166,166,Privat,
Z,40,05.03.2022,10.03.2022,40,2,166,166,Privat,
Z,40,05.03.2022,10.03.2022,5,2,166,166,Privat,
Z,40,05.03.2022,10.03.2022,10,1,166,166,Privat,
Z,02,07.03.2022,10.03.2022,56,2,166,166,Privat,
Z,40,05.03.2022,10.03.2022,75,1,166,166,Privat,
Z,30,07.03.2022,10.03.2022,39,2,166,166,Privat,
Z,30,07.03.2022,10.03.2022,1,1,166,166,Privat,
Z,30,07.03.2022,10.03.2022,10,1,166,166,Privat,
Z,70,08.03.2022,10.03.2022,34,2,166,166,Privat,
Z,70,08.03.2022,10.03.2022,9,1,166,166,Privat,
Z,70,08.03.2022,10.03.2022,10,1,166,166,Privat,
Z,24,05.03.2022,10.03.2022,35,2,166,166,Privat,
Z,24,05.03.2022,10.03.2022,11,1,166,166,Privat,
Z,24,05.03.2022,10.03.2022,7,2,166,166,Privat,
Z,62,28.02.2022,10.03.2022,45,2,166,166,Privat,
Z,62,28.02.2022,10.03.2022,12,2,166,166,Privat,
Z,62,28.02.2022,10.03.2022,36,2,166,166,Privat,
Z,62,28.02.2022,10.03.2022,10,1,166,166,Privat,
Z,62,28.02.2022,10.03.2022,4,2,166,166,Privat,
Z,12,07.03.2022,10.03.2022,17,2,166,166,Privat,
Z,24,05.03.2022,10.03.2022,29,2,166,166,Privat,
Z,30,06.03.2022,10.03.2022,43,1,166,166,Privat,
Z,24,09.03.2022,10.03.2022,52,2,166,166,Privat,
Z,24,09.03.2022,10.03.2022,11,2,166,166,Privat,
Z,30,06.03.2022,10.03.2022,39,2,166,166,Privat,
Z,30,06.03.2022,10.03.2022,10,2,166,166,Privat,
Z,30,06.03.2022,10.03.2022,8,1,166,166,Privat,
Z,93,06.03.2022,10.03.2022,64,2,430,166,Privat,
Z,10,08.03.2022,10.03.2022,46,2,166,166,Privat,
Z,10,08.03.2022,10.03.2022,12,2,166,166,Privat,
Z,13,09.03.2022,10.03.2022,28,1,166,166,EAE,
Z,93,06.03.2022,10.03.2022,33,2,430,166,Privat,
Z,20,08.03.2022,10.03.2022,39,2,166,166,Privat,
Z,20,08.03.2022,10.03.2022,16,2,166,166,Privat,
Z,20,08.03.2022,10.03.2022,5,1,166,166,Privat,
Z,93,06.03.2022,10.03.2022,20,1,166,166,Privat,
Z,13,09.03.2022,10.03.2022,29,2,166,166,EAE,
Z,13,09.03.2022,10.03.2022,2,1,166,166,EAE,
Z,13,09.03.2022,10.03.2022,28,1,252,166,EAE,
Z,10,08.03.2022,10.03.2022,23,2,166,166,Privat,
Z,20,08.03.2022,10.03.2022,80,2,166,166,Privat,
Z,13,09.03.2022,10.03.2022,38,2,166,166,EAE,
Z,13,09.03.2022,10.03.2022,7,1,166,166,EAE,
Z,13,09.03.2022,10.03.2022,16,1,166,166,EAE,
Z,13,09.03.2022,10.03.2022,40,1,166,166,EAE,
Z,20,08.03.2022,10.03.2022,16,1,166,166,Privat,
Z,03,07.03.2022,10.03.2022,35,1,166,166,Privat,
Z,13,09.03.2022,10.03.2022,56,2,166,166,EAE,
Z,13,09.03.2022,10.03.2022,12,1,166,166,EAE,
Z,13,09.03.2022,10.03.2022,23,2,166,166,EAE,
Z,13,09.03.2022,10.03.2022,3,1,166,166,EAE,
Z,03,07.03.2022,10.03.2022,32,2,160,166,Privat,
Z,13,09.03.2022,10.03.2022,28,1,166,166,EAE,
Z,03,08.03.2022,10.03.2022,44,1,166,166,Privat,
