pegelNummer;pegelName;betreiber;gewaesser;geogrLaenge;geogrBreite;von;bis;parameter;stillgelegtAm;isDFUE;einzugsgebiet;pnp;pnp_gueltig_ab;gewaesserfolge
114383;Trittau;LKN, Kiel;Trittauer Mühlenbach;10.417490;53.605618;1999-04-01;2020-01-22;Wasserstand;;true;75.0;0.000000;2010-06-16;
114094;Reinbek;LKN, Itzehoe;Bille;10.240906;53.505428;1984-11-01;2020-01-22;Wasserstand;;true;337.39;3.362000;1994-11-01;Nordsee
114382;Sachsenwaldau 2/Oher Graben;LKN, Itzehoe;Oher Graben;10.298897;53.542377;1999-04-01;;Wasserstand;1999-08-31;false;4.06;0.000000;1999-04-01;
114027;Selenter See;LKN, Kiel;Selenter See;10.388740;54.321751;1967-11-01;2020-01-22;Wasserstand;;true;60.99;0.000000;1994-11-01;
114451;Sprakebüll;LKN, Husum;Lecker Au;9.074467;54.776398;2001-11-08;;Wasserstand;2012-01-11;false;82.2;-5.000000;2001-11-30;Nordsee (Schlütt, Süderaue)
111047;Nordgroven BP;LKN, Husum;Staubecken Nordgroven;8.818830;54.167103;2009-07-07;;Wasserstand;;false;13.78;-5.040000;2018-01-01;
114087;Nütschau;LKN, Itzehoe;Trave;10.335901;53.826977;1999-09-01;2020-01-22;Wasserstand;;true;475.16;0.000000;1999-08-18;
114586;Schafflund-West;LKN, Husum;---;9.153644;54.755661;2009-05-13;;Wasserstand;2017-03-23;false;;0.000000;2009-05-13;
114287;Schluensee;LKN, Kiel;Schluensee;10.454487;54.185665;1988-12-01;;Wasserstand;;false;6.04;0.000000;1994-11-01;
114310;Schmarkau-Brücke;LKN, Kiel;Schmarkau;10.490068;54.182137;1986-10-01;;Wasserstand;2009-02-03;false;9.5;0.000000;1994-11-01;
114562;Schmoel-Auslauf;LKN, Kiel;---;10.445880;54.402039;2005-12-20;;Wasserstand;2010-06-15;false;;-0.092000;2005-12-20;
114561;Schmoel-Einlauf;LKN, Kiel;---;10.443151;54.398457;2005-12-20;;Wasserstand;2010-06-15;false;;-0.002000;2005-12-20;
114250;Pötrau;LKN, Kiel;Steinau;10.612840;53.476788;1984-12-01;2020-01-22;Wasserstand;;true;92.39;0.000000;1994-11-01;
114516;Sehlendorfer See;LKN, Kiel;---;10.656441;54.301903;2004-11-18;;Wasserstand;;false;68.59;-5.000000;2004-11-18;
114254;Sörup;LKN, Husum;Bönstrupau;0.000000;0.000000;1984-11-01;;Wasserstand;1986-05-31;false;;0.000000;1984-11-01;
114344;Wardersee (RD);LKN, Kiel;Wardersee;9.869566;54.211979;1994-11-01;;Wasserstand;;false;62.24;0.000000;1994-11-01;
114564;Weißenhaus BP;LKN, Kiel;Oldenburger Graben;10.785211;54.307724;2006-11-01;2020-01-22;Wasserstand;;true;110.05;-5.000000;2006-11-01;
114073;Wennebek;LKN, Kiel;Wennebek;9.893595;54.189251;1984-11-01;;Wasserstand;1991-10-31;false;9.82;0.000000;1986-08-01;
114135;Willenscharen;LKN, Itzehoe;Stör;9.806866;54.009590;1984-11-01;2020-01-22;Wasserstand;;true;484.41;2.018000;1994-11-01;
114460;Bad Schwartau;LKN, Kiel;Schwartau;10.698393;53.923470;2002-10-22;;Abfluss;;false;207.89;-1.277000;2008-06-11;
114280;Bokel/Bokeler Au;LKN, Kiel;Bokeler Au;9.769238;54.223679;1987-09-01;;Abfluss;;false;30.1;0.000000;2011-08-18;
114246;Breitenfelde;LKN, Kiel;Priesterbach;10.649094;53.604477;1984-12-05;;Abfluss;;false;32.8;0.000000;1994-11-01;
114108;Wennbüttel;LKN, Itzehoe;Gieselau;9.323566;54.132839;1984-11-01;2020-01-22;Wasserstand;;true;35.01;-5.015000;1994-11-01;Nord-Ostsee-Kanal, Elbe
114273;Gudow;LKN, Flintbek;Stichelsbach;10.769542;53.556351;;;Abfluss;1989-10-31;false;;0.000000;1986-12-01;
114323;Warnau;LKN, Kiel;Warnauer Graben;10.139256;54.187080;1990-11-01;;Wasserstand;1995-07-31;false;;0.000000;1994-11-01;
114523;Hasselburger Muehle;LKN, Kiel;Kremper Au;10.847067;54.151779;2003-03-27;;Abfluss;;false;27.6;0.000000;2003-05-26;
114042;Kosel;LKN, Kiel;Koseler Au;9.758005;54.509289;1984-11-01;;Abfluss;;false;48.6;1.089000;2008-04-29;
114119;Bokholtermühle;LKN, Itzehoe;Krückau;9.694757;53.769360;1995-11-01;;Abfluss;;false;131.79;1.490000;1994-11-01;Nordsee
114307;Dragerborn 2;LKN, Itzehoe;Bekau;9.522902;54.005905;1991-05-02;;Abfluss;;false;38.6;-0.006000;2018-01-01;
114333;Föhrden-Barl;LKN, Itzehoe;Bramau;9.787522;53.925789;1991-07-01;;Abfluss;;false;458.6;1.144000;1994-11-01;Elbe
114598;Lensahn;LKN, Kiel;Walkerbach;10.883674;54.223366;2009-06-01;;Abfluss;2017-03-30;false;;0.000000;2008-11-29;
114302;Lilienthal;LKN, Kiel;Vorfl. Lilienthal;10.295824;54.309032;1990-01-01;;Abfluss;1995-05-31;false;;0.000000;1994-11-01;
114116;Bad Bramstedt/Schmalfelder Au;LKN, Itzehoe;Schmalfelder Au;9.890013;53.909286;1984-11-01;;Abfluss;;false;176.13;0.000000;1984-11-01;Bramau, Stör, Elbe
114448;Dassendorf;LKN, Itzehoe;Süsterbek;10.363177;53.514801;2001-05-03;;Abfluss;2012-01-10;false;14.84;25.007999;2001-09-19;
114557;Witzeeze-Campingplatz;LKN, Kiel;Stecknitz;10.624001;53.446655;2005-01-12;;Wasserstand;2010-04-07;false;;8.388000;2005-03-18;
110043;Soenke-Nissen-Koog AP;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.890830;54.592812;1991-05-15;2020-01-22;Wasserstand;;true;;-5.020000;2018-01-01;
110069;Nordergruende;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;0.000000;0.000000;2009-03-25;;Wasserstand;2013-04-03;false;;-5.000000;2009-03-25;
110037;Hoernum-West;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.274614;54.758270;1985-01-01;;Wasserstand;2013-10-28;false;;-5.010000;1994-11-01;
110162;Westerley;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.488195;54.847847;1994-04-19;;Wasserstand;1994-12-21;false;;-5.000000;2005-10-20;
110173;Hooge-Loch West;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.450115;54.538200;2001-05-01;;Wasserstand;2007-11-19;false;;-5.000000;2005-10-20;
114178;Schlesen;LKN, Kiel;Selkau;10.326921;54.315796;;;Abfluss;1994-10-31;false;7.98;19.000000;1994-11-01;
114075;Westerakeby;LKN, Kiel;Loiter Au;9.684505;54.587078;1984-11-01;;Abfluss;;false;203.99;0.039000;1994-11-01;
114377;Kölln-Reisiek A23;LKN, Itzehoe;Krückau;9.708301;53.766396;1995-06-01;2020-01-22;Wasserstand;;true;129.94;1.539000;2007-05-10;Nordsee
114197;Rellingen;LKN, Itzehoe;Mühlenau (Rellingen);9.848274;53.658108;1984-11-01;;Abfluss;;false;74.79;3.319000;1994-11-01;
114547;Tarp;LKN, Husum;Treene;9.411041;54.665409;2004-04-16;;Abfluss;;false;177.88;9.000000;2018-01-01;Eider, Nordsee
114130;Tungendorf;LKN, Kiel;Dosenbek;10.013938;54.086021;1984-11-01;;Abfluss;;false;29.4;21.198000;2003-01-16;Stör, Elbe, Nordsee
114524;Sieversdorf;LKN, Kiel;Malenter Au;10.556661;54.196224;2003-04-28;;Abfluss;;false;44.4;0.000000;2003-05-26;
114544;Niebuhrschleuse 1;LKN, Itzehoe;Riedebek;10.637472;53.455902;2004-02-01;;Abfluss;2010-04-07;false;;9.306000;2004-03-29;
114065;Sorgbrück;LKN, Kiel;Sorge;9.554734;54.356537;1984-11-01;;Abfluss;;false;131.44;-5.015000;2011-04-06;Nordsee
114568;Blankensee;LKN, Itzehoe;Blankensee;10.728878;53.799072;2014-10-30;;Wasserstand;;false;;8.590000;2005-11-01;
114620;Gut Salzau;LKN, Kiel;Salzau;10.382351;54.330238;2015-05-22;;Wasserstand;;false;;0.000000;2015-05-01;
114242;Fargau;LKN, Kiel;Salzau;10.387120;54.322514;1984-11-01;;Wasserstand;;false;13.8;0.000000;1994-11-01;
114617;Bollingstedt;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Bollingstedter Au;9.409938;54.589680;2014-10-27;;Wasserstand;;false;89.11;6.390000;2018-01-01;Tideeider, Nordsee
114606;Friedrichsruh;LKN, Itzehoe;Schwarze Au;10.355245;53.525192;2011-10-27;2020-01-22;Wasserstand;;true;75.45;19.466999;2011-11-01;
114602;Vollstedter See;LKN, Kiel;---;9.859366;54.241398;2011-09-06;;Wasserstand;;false;;13.393000;2011-09-06;
114572;Schwansener See (FP) Schöpfwerk;LKN, Kiel;---;10.009578;54.603130;2011-11-09;;Wasserstand;;false;21.28;-1.332000;2011-11-09;
114613;Innien-Mitte;LKN, Kiel;Bünzau;9.796762;54.081322;2014-04-01;;Abfluss;;false;164.2;7.760000;2014-03-24;"Elbe

, Nordsee"
114151;Zarpen;LKN, Kiel;Heilsau;10.521238;53.869305;1984-11-01;2020-01-22;Wasserstand;;true;49.6;0.000000;1994-11-01;
114243;Pülsen;LKN, Kiel;Mühlenau;10.465696;54.324795;1984-11-01;;Abfluss;2017-03-09;false;49.5;0.000000;2002-09-03;
114619;Wallsbüll K78;LKN, Husum;Schafflunder Mühlenstrom;9.246618;54.785046;2015-02-19;;Abfluss;;false;13.2;8.000000;2015-02-19;
114627;Sterley;LKN, Husum;Schaalseekanal;10.858123;53.640564;2017-10-15;;Abfluss;2018-06-06;false;;0.000000;2016-03-09;
114376;Ekholt;LKN, Itzehoe;Ekholter Au;9.717705;53.737801;1995-04-01;;Wasserstand;;false;7.25;8.091000;1995-03-13;
111097;Altneukoog-Nord;LKN, Husum;---;8.887889;54.389725;2005-06-13;;Wasserstand;2007-09-02;false;;-5.000000;2005-06-10;
114187;Flensburg-Papierfabrik;LKN, Husum;Mühlenstrom (Flensburg);9.432861;54.779602;1984-11-01;;Wasserstand;1989-04-13;false;36.8;0.000000;1979-11-05;
114031;Flintbek;LKN, Kiel;Eider;10.051229;54.241421;1974-01-30;2020-01-22;Wasserstand;;true;129.168;0.000000;1994-11-01;Nord-Ostsee-Kanal, Elbe, Nordsee
114106;Frestedt;LKN, Husum;Dohrlehnsbach;9.178843;54.025333;1984-11-01;;Wasserstand;1988-10-27;false;3.47;0.000000;1986-06-27;
114300;Ahrensburg;LKN, Itzehoe;Aue;0.000000;0.000000;1988-09-01;;Wasserstand;1990-07-31;false;;0.000000;1988-09-01;
111036;Alt Bennebek;LKN, Husum;Bennebek;9.437191;54.368378;1997-10-20;;Wasserstand;;false;30.21;-5.010000;2018-01-01;
114435;Augaard;LKN, Husum;Treene;9.460017;54.700928;1998-06-30;;Wasserstand;;false;135.05;20.000000;2018-01-01;Eider, Nordsee
114117;Bad Bramstedt/Osterau;LKN, Itzehoe;Osterau;9.899987;53.917931;1984-11-01;2020-01-22;Wasserstand;;true;166.12;8.467000;1994-11-01;
114427;Bäk OP;LKN, Flintbek;Bäk;10.783557;53.711681;1999-08-01;;Wasserstand;2004-11-15;false;;1.118000;1998-11-01;
114120;Brachenfeld;LKN, Kiel;Schwale;10.014767;54.079266;1984-11-01;2020-01-22;Wasserstand;;true;73.04;21.299999;1994-11-01;Elbe, Nordsee
114241;Brammerau;LKN, Kiel;Brammerau;9.755451;54.208702;1984-11-01;;Wasserstand;1988-06-14;false;32.2;11.000000;1994-11-01;
111096;Adenbüller Koog;LKN, Husum;---;8.875803;54.363201;2005-06-13;;Wasserstand;2007-09-02;false;;-5.000000;2005-06-10;
114437;Arlau-Schleuse BP;LKN, Husum;Arlau;8.940065;54.547329;1998-10-15;2020-01-22;Wasserstand;;true;286.566;-5.000000;2018-01-01;
114326;Böken/Fuhlenau;LKN, Kiel;Fuhlenau;9.781796;54.104813;1991-07-01;2020-01-22;Wasserstand;;true;36.7;0.000000;2011-09-13;
114138;Hamdorf;LKN, Kiel;Brandsau;10.288119;53.975014;1984-11-01;;Wasserstand;2009-01-01;false;42.95;21.900000;1994-11-01;
114331;Grauel unten;LKN, Kiel;Buckener Au;9.703702;54.076859;1991-11-01;;Wasserstand;2003-10-31;false;30.0;0.000000;1994-11-01;
114236;Hohenhorst;LKN, Itzehoe;Pinnau;9.898675;53.757381;1984-11-01;;Wasserstand;;false;33.3;12.620000;1990-12-20;Nordsee
114043;Langwedel;LKN, Kiel;Oldendieksau;9.925315;54.203476;1984-11-01;;Wasserstand;1993-10-31;false;32.2;0.000000;1986-08-01;
114168;Leck-Karlsmark;LKN, Husum;Lecker Au;8.991078;54.767979;1984-11-01;;Wasserstand;2011-12-13;false;134.0;-5.010000;1994-11-01;Nordsee (Schlütt, Süderaue)
114528;Füsing;LKN, Kiel;Füsinger Au;9.642506;54.535812;2003-03-22;2020-01-22;Wasserstand;;true;237.34;-5.000000;2003-09-03;
114372;Kölln;LKN, Itzehoe;Ekholter Au;9.720600;53.759903;1995-04-01;2020-01-22;Wasserstand;;true;35.03;3.586000;1995-04-01;
111063;Lieth;LKN, Husum;Nehringer Strom;9.063583;54.168335;2001-04-01;;Wasserstand;2014-03-04;false;;-5.020000;1994-11-01;
114153;Löhrstorf;LKN, Kiel;Godderstorfer Au;11.041509;54.332596;1984-11-01;2020-01-22;Wasserstand;;true;54.0;0.600000;2000-10-31;
114399;Geschendorf;LKN, Itzehoe;Bißnitz;10.428103;53.929344;1996-06-01;2020-01-22;Wasserstand;;true;39.0;25.823000;1996-06-01;Ostsee
114588;Himmelreich;LKN, Husum;---;9.083292;54.013580;2007-03-29;;Wasserstand;;false;2.27;-5.000000;2007-03-29;
114503;Garrensee;LKN, Itzehoe;Garrensee;10.852992;53.689663;2014-12-09;;Wasserstand;;false;;-0.002000;2011-08-03;
114285;Grambek;LKN, Itzehoe;Hellbach;10.723395;53.575462;1987-12-01;;Wasserstand;1989-10-31;false;69.05;13.430000;1987-12-01;
111027;Lüttmoorsiel Salzwasserbiotop;LKN, Husum;Salzwasserbiotop Beltringharde;8.875296;54.555996;2003-08-01;2020-01-22;Wasserstand;;true;;-5.010000;1994-11-01;
111035;Meggerdorf;LKN, Husum;Alte Sorge;9.330220;54.345711;2002-03-04;2020-01-22;Wasserstand;;true;17.04;-5.010000;2018-01-01;
114415;Mönkhof;LKN, Kiel;Vorrader Landgraben;10.697353;53.827972;1997-07-01;;Wasserstand;2012-01-01;false;18.18;3.374000;2000-11-01;
114166;Mözener See;LKN, Itzehoe;Mözener See;10.255427;53.910534;1977-12-01;;Wasserstand;;false;53.95;0.000000;2002-10-10;
111040;Neufeld Feld;LKN, Husum;Neufelder Fleth;9.002178;53.938057;2002-03-07;;Wasserstand;;false;6.48;-5.030000;2018-01-01;
111039;Neufelderkoog-Siel BP;LKN, Husum;Hauptentwässerungsstrom;9.015769;53.905682;1998-08-31;2020-01-22;Wasserstand;;true;30.92;-5.030000;2019-03-08;
114319;Steinberg;LKN, Kiel;Haaler Au;9.525900;54.155163;1986-11-01;;Wasserstand;2004-10-31;false;97.0;-5.000000;1994-11-01;
114179;Stocksee;LKN, Itzehoe;Stocksee;10.340478;54.086010;1978-11-01;;Wasserstand;;false;14.52;0.000000;2001-11-01;
114253;Südensee;LKN, Husum;Südensee;9.637606;54.704124;1984-11-01;;Wasserstand;;false;13.72;29.035999;2018-01-01;
114129;Traventhal;LKN, Itzehoe;Trave;10.313358;53.892685;1984-11-01;;Wasserstand;;false;419.59;11.462000;1996-07-08;
111057;Rugenort;LKN, Husum;Rugenorter Loch;8.883447;54.005535;1997-10-27;2020-01-22;Wasserstand;;true;22.03;-5.030000;2018-01-01;
114131;Sarlhusen;LKN, Kiel;Bünzau;9.815755;54.034195;1984-11-01;2020-01-22;Wasserstand;;true;207.0;0.000000;1994-11-01;"Elbe

, Nordsee"
114442;Schmalstede-Neu-;LKN, Kiel;Eider;10.045791;54.196278;2000-10-25;2020-01-22;Wasserstand;;true;119.0;13.000000;2012-01-12;Nord-Ostsee-Kanal, Elbe, Nordsee
114297;Schmarkau-Schöpfwerk;LKN, Kiel;Schmarkau;10.484086;54.178112;1986-10-01;;Wasserstand;1991-06-01;false;10.0;0.000000;1986-09-30;
114417;Schönweide;LKN, Kiel;Kossau;10.492124;54.223026;1997-11-01;;Wasserstand;;false;68.5;0.000000;1997-11-01;
114156;Oldesloe OP;LKN, Itzehoe;Trave;10.370004;53.812759;1984-11-01;2020-01-22;Wasserstand;;true;527.55;-0.021000;1994-11-01;
114061;Sollerupmühle;LKN, Husum;Jerrisbek;9.313270;54.582355;1984-11-01;2020-01-22;Wasserstand;;true;84.27;0.000000;1994-11-01;Eider, Nordsee
114069;Treia;LKN, Husum;Treene;9.317290;54.514347;1999-12-02;2020-01-22;Wasserstand;;true;480.72;-4.990000;2018-01-01;Eider, Nordsee
114314;Rantzau;LKN, Kiel;Kossau;10.515836;54.235523;1987-12-01;2020-01-22;Wasserstand;;true;75.0;0.000000;2001-09-25;
114165;Neversdorfer See;LKN, Itzehoe;Neversdorfer See;10.275950;53.869617;1978-01-01;;Wasserstand;;false;26.5;0.000000;2002-10-09;
114200;Padenstedt;LKN, Kiel;Stör;9.916700;54.051029;1984-11-01;2020-01-22;Wasserstand;;true;199.0;10.510000;2006-10-30;
114095;Ritzerauer Hofsee;LKN, Itzehoe;Ritzerauer Hofsee;10.585325;53.663761;1974-03-01;;Wasserstand;1986-06-30;false;;0.000000;1974-03-01;
114238;Plön;LKN, Kiel;Schwentine;10.406615;54.160984;1984-11-01;2020-01-22;Wasserstand;;true;254.0;18.040001;1994-11-01;
114125;Renzel;LKN, Itzehoe;Pinnau;9.874762;53.722656;1984-11-01;2020-01-22;Wasserstand;;true;71.26;6.475000;2000-01-01;Nordsee
114533;Scheinmark AP;LKN, Husum;Soholmer Au;8.955339;54.716316;2003-11-26;;Wasserstand;2009-02-11;false;;-5.000000;2003-11-24;Nordsee (Schlütt, Süderaue)
114243;Pülsen;LKN, Kiel;Mühlenau;10.465696;54.324795;1984-11-01;;Wasserstand;2017-03-09;false;49.5;0.000000;2002-09-03;
114424;Schulendorf;LKN, Kiel;Schwartau;10.675548;54.008556;1999-07-01;2020-01-22;Wasserstand;;true;123.99;9.513000;2007-09-14;
114100;Sehmsdorf;LKN, Itzehoe;Trave;10.418445;53.813313;1984-11-01;2020-01-22;Wasserstand;;true;731.16;-5.020000;1994-11-01;
114395;Wensin;LKN, Itzehoe;Trave;10.428958;53.981529;1996-07-01;;Wasserstand;2009-02-02;false;130.0;0.000000;1996-07-01;
114075;Westerakeby;LKN, Kiel;Loiter Au;9.684505;54.587078;1984-11-01;2020-01-22;Wasserstand;;true;203.99;0.039000;1994-11-01;
114105;Witzeeze;LKN, Kiel;Linau;10.599081;53.453930;1984-11-01;2020-01-22;Wasserstand;;true;105.7;10.806000;1994-11-01;Elbe
114134;Wrist;LKN, Itzehoe;Bramau;9.746604;53.930145;1984-11-01;2020-01-22;Wasserstand;;true;471.0;0.501000;2019-04-29;Elbe
114265;Wulfsdorf;LKN, Kiel;Hagener Au;10.300781;54.344383;1985-11-01;;Wasserstand;1999-01-06;false;76.8;0.000000;1994-11-01;
110013;Finkhaushallig AP;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.978111;54.457504;1976-11-01;;Wasserstand;2013-09-12;false;;-5.030000;1994-11-01;
114324;Ammersbek;LKN, Itzehoe;Ammersbek;10.173985;53.708050;1991-01-01;;Abfluss;;false;100.06;20.122999;2018-01-01;Elbe, Nordsee
114289;Bad Bramstedt/Ohlau;LKN, Itzehoe;Ohlau;9.885325;53.901405;1988-12-01;;Abfluss;;false;75.68;7.683000;2001-01-10;
114117;Bad Bramstedt/Osterau;LKN, Itzehoe;Osterau;9.899987;53.917931;1984-11-01;;Abfluss;;false;166.12;8.467000;1994-11-01;
114241;Brammerau;LKN, Kiel;Brammerau;9.755451;54.208702;;;Abfluss;1988-06-14;false;32.2;11.000000;1994-11-01;
114592;Wehren;LKN, Husum;---;8.962930;54.204964;2007-03-29;;Wasserstand;;false;12.85;-5.000000;2018-01-01;
114421;Dersau;LKN, Kiel;Vorfl.Kalübbe;10.335715;54.120991;1997-12-01;;Abfluss;1999-11-01;false;;0.000000;1998-11-01;
114025;Esperstoft;LKN, Husum;Jübek;9.341438;54.542610;1984-11-01;;Abfluss;;false;29.95;0.000000;1994-11-01;Eider, Nordsee
114242;Fargau;LKN, Kiel;Salzau;10.387120;54.322514;1984-11-01;;Abfluss;;false;13.8;0.000000;1994-11-01;
114187;Flensburg-Papierfabrik;LKN, Husum;Mühlenstrom (Flensburg);9.432861;54.779602;1984-11-01;;Abfluss;1989-04-13;false;36.8;0.000000;1979-11-05;
114334;Gr. Wittensee;LKN, Kiel;Mühlenbek;9.783959;54.403042;1991-12-01;;Abfluss;1995-11-30;false;12.6;;;
114285;Grambek;LKN, Itzehoe;Hellbach;10.723395;53.575462;1987-12-01;;Abfluss;1989-10-31;false;69.05;13.430000;1987-12-01;
114294;Grauel;LKN, Kiel;Buckener Au;9.681186;54.063606;1988-07-01;;Abfluss;1994-04-30;false;14.7;0.000000;1994-11-01;
114138;Hamdorf;LKN, Kiel;Brandsau;10.288119;53.975014;1984-11-01;;Abfluss;2009-01-01;false;42.95;21.900000;1994-11-01;
114034;Hammer;LKN, Kiel;Eider;10.073149;54.286018;1984-11-01;;Abfluss;;false;151.06;8.727000;2010-09-08;Nord-Ostsee-Kanal, Elbe, Nordsee
114168;Leck-Karlsmark;LKN, Husum;Lecker Au;8.991078;54.767979;1984-11-01;;Abfluss;2011-12-13;false;134.0;-5.010000;1994-11-01;Nordsee (Schlütt, Süderaue)
114553;Wehr 1;LKN, Itzehoe;Haseldorfer Binnenelbe;9.578056;53.632607;2005-02-17;;Wasserstand;2012-01-17;false;;-5.000000;2004-12-20;
114396;Westerrade;LKN, Itzehoe;Struckau;10.450934;53.939873;1996-06-01;;Wasserstand;1997-10-31;false;9.6;25.653999;1996-06-01;
114338;Voorde;LKN, Kiel;Eider;10.066359;54.249146;1992-08-01;2020-01-22;Wasserstand;;true;140.0;-0.003000;2018-01-01;Nord-Ostsee-Kanal, Elbe, Nordsee
114218;Wacken;LKN, Itzehoe;Otterkrugsbach;9.342448;54.009789;1988-11-01;;Wasserstand;1991-04-24;false;6.44;1.192000;1982-08-26;
114332;Bargfeld;LKN, Kiel;Bünzau;9.819099;54.045864;1992-08-01;;Abfluss;;false;199.0;0.000000;2011-09-12;Elbe, Nordsee
114326;Böken/Fuhlenau;LKN, Kiel;Fuhlenau;9.781796;54.104813;1991-07-01;;Abfluss;;false;36.7;0.000000;2011-09-13;
114373;Holm/Aue;LKN, Itzehoe;Holmau;9.670496;53.636883;1995-03-01;;Abfluss;;false;12.55;0.751000;2007-11-01;
114295;Innien;LKN, Kiel;Buckener Au;9.769997;54.098679;1988-07-01;;Abfluss;;false;58.6;0.000000;2006-10-23;
110001;Westerland W6;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.277163;54.903820;1984-11-01;;Wasserstand;1999-01-01;false;;-5.000000;2005-10-20;
110049;Husum-Sperrwerk BP;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;9.025739;54.472343;1993-09-01;2020-01-22;Wasserstand;;true;121.91;-5.010000;2018-01-01;
110149;Langeness Nord;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.629180;54.668343;2009-03-06;;Wasserstand;;false;;-5.010000;2018-01-01;
110159;Buttersand;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.487099;54.908546;1994-04-12;;Wasserstand;2008-02-20;false;;-5.000000;2004-03-31;
110121;Suederoog-Hever;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.574002;54.449745;1976-05-03;;Wasserstand;1997-12-02;false;;-5.000000;1994-11-01;
110147;Finkhaushallig Hever;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.953954;54.472523;1979-05-21;;Wasserstand;1985-10-30;false;;-5.000000;2005-10-19;
110169;Steinloch;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.639658;54.475826;1997-03-10;;Wasserstand;1997-12-09;false;;-5.000000;2005-10-20;
114100;Sehmsdorf;LKN, Itzehoe;Trave;10.418445;53.813313;1984-11-01;;Abfluss;;false;731.16;-5.020000;1994-11-01;
114261;Soltfeld;LKN, Husum;Kielstau;9.495998;54.709503;1985-12-01;;Abfluss;;false;48.0;26.570999;2018-01-01;
114198;Wedel 1;LKN, Itzehoe;Wedeler Au;9.724187;53.586430;1984-11-01;;Abfluss;;false;34.3;3.680000;1994-11-01;
114131;Sarlhusen;LKN, Kiel;Bünzau;9.815755;54.034195;1984-11-01;;Abfluss;;false;207.0;0.000000;1994-11-01;"Elbe

, Nordsee"
114454;Obdrup;LKN, Husum;Mühlenstrom (Bondenau);9.581980;54.695038;2001-12-07;;Abfluss;;false;14.14;23.000000;2018-01-01;
114250;Pötrau;LKN, Kiel;Steinau;10.612840;53.476788;1984-12-01;;Abfluss;;false;92.39;0.000000;1994-11-01;
114056;Preetz;LKN, Kiel;Schwentine;10.284450;54.235458;1984-11-01;;Abfluss;;false;445.45;0.000000;1994-11-01;
114125;Renzel;LKN, Itzehoe;Pinnau;9.874762;53.722656;1984-11-01;;Abfluss;;false;71.26;6.475000;2000-01-01;Nordsee
114248;Neritz;LKN, Flintbek;Norderbeste;10.294273;53.783703;1993-11-01;;Abfluss;2006-12-01;false;48.0;0.000000;1984-11-01;
114134;Wrist;LKN, Itzehoe;Bramau;9.746604;53.930145;1984-11-01;;Abfluss;;false;471.0;0.501000;2019-04-29;Elbe
114451;Sprakebüll;LKN, Husum;Lecker Au;9.074467;54.776398;2001-11-08;;Abfluss;2012-01-11;false;82.2;-5.000000;2001-11-30;Nordsee (Schlütt, Süderaue)
114189;Osterrönfeld/Linnbek;LKN, Kiel;Linnbek;9.732095;54.282970;1984-11-01;;Abfluss;1991-05-21;false;33.4;0.000000;1979-11-26;
114007;Sensby;LKN, Kiel;Bienebek;9.900289;54.595005;1984-11-01;;Abfluss;;false;7.0;7.610000;1994-11-01;
114597;Sipsdorf;LKN, Kiel;Johannisbek;10.870992;54.255692;2009-06-11;;Abfluss;;false;;0.000000;2008-11-29;
114481;Suhrer See;LKN, Kiel;---;10.473464;54.156464;2010-08-05;;Wasserstand;;false;3.3;0.000000;2010-08-05;
111059;Sommerkoog Steertloch BP;LKN, Husum;Staubecken Sommerkoog;8.958975;54.033340;1997-10-20;2020-01-22;Wasserstand;;true;64.68;-5.040000;1997-04-16;
110201;Langeness Kirchhofswarf;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;---;8.542344;54.629005;2009-11-22;2020-01-22;Wasserstand;;true;;-5.010000;2018-01-01;
114507;Trammer See;LKN, Kiel;---;10.433307;54.174126;2013-07-09;;Wasserstand;;false;4.7;18.721001;1998-12-01;
114466;Behlendorfer See;LKN, Itzehoe;Behlendorfer See;10.673945;53.703068;2013-07-17;;Wasserstand;;false;;33.771999;1994-11-01;
114608;Brokenlande;LKN, Itzehoe;Brokstedter Au;9.945385;54.019314;2011-11-01;;Wasserstand;2018-11-08;false;13.49;16.344999;2011-11-03;Elbe, Nordsee
114609;Lippe;LKN, Husum;Ostsee;10.645835;54.336143;2012-06-26;2020-01-22;Wasserstand;;true;;-5.010000;2018-01-01;
