pegelNummer;pegelName;betreiber;gewaesser;geogrLaenge;geogrBreite;von;bis;parameter;stillgelegtAm;isDFUE;einzugsgebiet;pnp;pnp_gueltig_ab;gewaesserfolge
114607;Langeln OP;LKN, Itzehoe;Krückau;9.897362;53.808167;2011-10-30;;Wasserstand;;false;20.99;19.233999;2011-11-01;Nordsee
114628;Grube;LKN, Kiel;Oldenburger Graben;11.031224;54.241257;2016-07-04;2020-01-22;Wasserstand;;true;;-3.512000;2016-06-08;
114605;Eutin Neumühle;LKN, Kiel;Schwentine;10.605474;54.150055;;;Abfluss;;false;;25.382999;2011-09-05;
114345;Dörpstedt;LKN, Husum;Rheider Au;9.350012;54.444462;1994-11-01;;Wasserstand;;false;57.65;-5.000000;2018-01-01;
114307;Dragerborn 2;LKN, Itzehoe;Bekau;9.522902;54.005905;1991-05-01;2020-01-22;Wasserstand;;true;38.6;-0.006000;2018-01-01;
114284;Drüsensee;LKN, Itzehoe;Drüsensee;10.716055;53.598213;1988-01-01;;Wasserstand;;false;74.9;-0.005000;2011-07-22;
114049;Einfelder See;LKN, Kiel;Einfelder See;9.989837;54.131310;1953-11-01;;Wasserstand;;false;10.45;0.000000;2001-02-01;
114537;Fahretofter Koog AP;LKN, Husum;Bottschlotter See;8.812173;54.705044;2003-11-28;;Wasserstand;;false;;-5.040000;2018-06-06;
111024;Finkhaushallig BP;LKN, Husum;Staubecken Finkhaus;8.979207;54.456337;1997-11-04;;Wasserstand;;false;13.2;-5.030000;1994-11-01;
114292;Frestedt-Feld;LKN, Itzehoe;Dohrlehnsbach;9.171488;54.033218;1988-05-01;;Wasserstand;2012-01-10;false;4.71;-5.000000;1988-05-19;
114118;Blunker See;LKN, Itzehoe;Blunker See;10.327979;54.012947;1965-11-01;;Wasserstand;2003-04-09;false;1.18;0.000000;1965-11-01;
114014;Borsbüll;LKN, Husum;Borsbüllerbach;8.983885;54.603512;1984-11-01;2020-01-22;Wasserstand;;true;6.17;-5.000000;2018-01-01;Arlau, Speicherbecken Arlau, Nordsee (Holmer Fähre, Hever)
114321;Brammer;LKN, Kiel;Brammerau;9.755430;54.208389;1988-07-01;;Wasserstand;2009-01-13;false;32.2;0.000000;1994-11-01;
114448;Dassendorf;LKN, Itzehoe;Süsterbek;10.363177;53.514801;2001-05-03;;Wasserstand;2012-01-10;false;14.84;25.007999;2001-09-19;
114267;Depenau;LKN, Kiel;Kührener Au;10.241073;54.159218;1985-11-01;;Wasserstand;2005-10-31;false;65.75;0.000000;1994-11-01;
111032;Arlau-Bahndamm;LKN, Husum;Arlau;9.005955;54.566322;1999-01-01;;Wasserstand;2012-01-18;false;;-5.000000;1992-06-17;
114294;Grauel;LKN, Kiel;Buckener Au;9.681186;54.063606;1988-07-01;;Wasserstand;1994-04-30;false;14.7;0.000000;1994-11-01;
114296;Grebin;LKN, Kiel;Schmarkau (Grebin);10.497079;54.192505;1986-10-01;;Wasserstand;;false;6.2;0.000000;1994-11-01;
114235;Halstenbek;LKN, Itzehoe;Düpenau;9.824323;53.640423;1984-11-01;2020-01-22;Wasserstand;;true;44.84;2.830000;2018-01-01;
114461;Lübeck-Moisling;LKN, Itzehoe;Trave;10.641576;53.847103;2002-09-06;2020-01-22;Wasserstand;;true;879.05;-5.005000;2002-02-22;
111013;Garding-Süd;LKN, Husum;Süderbootfahrt;8.786201;54.319031;1997-11-04;2020-01-22;Wasserstand;;true;3.38;-5.020000;2018-01-01;
111060;Heringsand BP;LKN, Husum;Ringschlot;8.841203;54.220512;2002-04-01;;Wasserstand;2003-07-02;false;;-5.000000;1997-12-10;
110068;Krückau-Sperrwerk DMA;LKN, Itzehoe;Krückau;9.526090;53.716091;2006-04-12;;Wasserstand;2019-09-16;false;265.75;-5.000000;2003-03-06;Nordsee
114201;Langballig;LKN, Kiel;Langballigau;9.660787;54.806866;1984-11-01;;Wasserstand;;false;44.2;0.000000;1994-11-01;
114444;Langelohe;LKN, Itzehoe;Krückau;9.673190;53.758526;2000-06-27;;Wasserstand;2013-11-15;false;;1.288000;2000-12-04;Nordsee
114589;Hohensiel;LKN, Husum;---;9.057548;54.035789;2007-03-29;;Wasserstand;;false;0.43;-5.000000;2018-01-01;
111018;Katingwatt-Norderlochgraben;LKN, Husum;Norderlochgraben;8.867184;54.296829;1997-11-04;;Wasserstand;;false;41.06;-5.020000;1994-11-01;
114536;Fröddegaard AP;LKN, Husum;Lecker Au;8.843107;54.715809;2003-11-13;;Wasserstand;2009-02-26;false;;-5.000000;2003-11-24;Nordsee (Schlütt, Süderaue)
114432;Habernis AP;LKN, Kiel;Habernisau;9.767848;54.796394;2000-09-13;;Wasserstand;;false;24.91;-0.500000;2000-06-22;
111062;Kronprinzenkoog-Nord;LKN, Husum;Trennewurther Fleth;8.991803;54.022930;1997-12-08;;Wasserstand;;false;20.44;-5.000000;2018-01-01;
114535;Efkebüll BP;LKN, Husum;Geltinger See;8.879580;54.712551;2003-11-28;;Wasserstand;2004-09-23;false;;-5.000000;2003-11-24;Bongsieler Kanal, Nordsee
114341;Kembs 1;LKN, Kiel;Vorfluter Futterkamp;10.580926;54.350628;1992-11-01;;Wasserstand;1996-04-30;false;8.1;0.000000;1994-11-01;
114455;Frörup-UW;LKN, Husum;Treene;9.428366;54.694008;2001-12-07;;Wasserstand;2012-01-09;false;160.0;20.000000;2001-11-30;Eider, Nordsee
114397;Krems 2;LKN, Itzehoe;Börnsee;10.355929;53.992023;1996-06-01;;Wasserstand;1997-10-31;false;3.9;0.000000;1996-06-01;
114598;Lensahn;LKN, Kiel;Walkerbach;10.883674;54.223366;2008-11-29;;Wasserstand;2017-03-30;false;;0.000000;2008-11-29;
114195;Lütjensee;LKN, Flintbek;---;10.370504;53.645916;1981-01-01;;Wasserstand;1999-01-12;false;10.0;42.000000;1981-01-01;
114223;Malente;LKN, Kiel;Malenter Au;10.556539;54.196236;1984-11-01;;Wasserstand;1987-01-31;false;;0.000000;1984-11-01;
111045;Nesserdeich;LKN, Husum;Hauptau;8.997633;54.313744;1997-09-26;;Wasserstand;;false;24.39;-5.020000;2019-10-30;
114107;Süderrade;LKN, Itzehoe;Süderau;9.372350;54.198551;1984-11-01;2020-01-22;Wasserstand;;true;9.35;-5.017000;1994-11-01;Nordsee
114101;Sühlen;LKN, Itzehoe;Trave;10.318371;53.859989;1984-11-01;2020-01-22;Wasserstand;;true;458.94;-0.010000;1994-11-01;
114547;Tarp;LKN, Husum;Treene;9.411041;54.665409;2004-04-16;2020-01-22;Wasserstand;;true;177.88;9.000000;2018-01-01;Eider, Nordsee
114558;Tetenbüllspieker BP;LKN, Husum;Tetenbüll-Sielzug;8.830503;54.398636;1993-01-05;2020-01-22;Wasserstand;;true;50.86;-5.010000;2018-01-01;
114585;Timmersiek;LKN, Husum;Meyner Mühlenstrom;9.281527;54.762524;2009-04-02;;Wasserstand;;false;22.56;16.500000;2009-04-02;
114245;Schafstedt;LKN, Itzehoe;Mühlenbach (Schafstedt);9.293017;54.076267;1984-11-01;2020-01-22;Wasserstand;;true;22.58;-5.015000;1994-11-01;
114439;Oldesloe 3 Stadtpark;LKN, Itzehoe;Beste;10.372116;53.805363;2000-01-31;2020-01-22;Wasserstand;;true;198.0;4.509000;2000-01-31;Ostsee
114574;Pötrau OP;LKN, Kiel;Steinau;10.605156;53.479641;2008-01-29;;Wasserstand;2016-12-08;false;;15.270000;2008-01-29;
114007;Sensby;LKN, Kiel;Bienebek;9.900289;54.595005;1984-11-01;;Wasserstand;;false;7.0;7.610000;1994-11-01;
114428;Oldesloe Stadtarm OP;LKN, Itzehoe;Trave;10.372043;53.811012;1999-09-01;;Wasserstand;;false;527.13;0.015000;1999-09-01;
114056;Preetz;LKN, Kiel;Schwentine;10.284450;54.235458;1981-10-31;2020-01-22;Wasserstand;;true;445.45;0.000000;1994-11-01;
111007;Rickelsbüll BP;LKN, Husum;Staubecken Rickelsbüll;8.638784;54.910152;1998-11-01;;Wasserstand;;false;5.61;-5.020000;2018-01-01;
114438;Schlüttsiel BP;LKN, Husum;Bongsieler Kanal;8.760818;54.684193;1998-09-01;2020-01-22;Wasserstand;;true;722.748;-5.030000;1998-09-01;
114340;Schmalstede;LKN, Kiel;Eider;10.041092;54.201443;1992-08-01;;Wasserstand;2003-10-31;false;119.0;0.000000;1992-06-29;Nord-Ostsee-Kanal, Elbe, Nordsee
114582;Wallsbüll-Nord;LKN, Husum;Schafflunder Mühlenstrom;9.246001;54.796200;2009-04-02;;Wasserstand;;false;;11.000000;2009-03-01;
114126;Wendlohe;LKN, Itzehoe;Rugenwedelsau;9.939358;53.658848;1984-11-01;;Wasserstand;;false;9.21;9.515000;1994-11-01;
110029;Nordstrandischmoor;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.797844;54.549824;2007-05-01;2020-01-22;Wasserstand;;true;;-5.000000;2018-01-01;
114121;Brokstedt;LKN, Itzehoe;Brokstedter Au;9.811051;53.994877;1984-11-01;;Abfluss;;false;99.32;-0.021000;2002-11-01;Elbe, Nordsee
114541;Dahme BP;LKN, Kiel;Oldenburger Graben;11.082775;54.234211;2004-03-30;;Abfluss;2010-06-03;false;113.6;-3.500000;2004-03-26;
114525;Dückerschleuse;LKN, Kiel;Stecknitz;10.627381;53.446465;2003-05-20;;Abfluss;2010-04-07;false;0.16;7.508000;2003-05-01;
114224;Eggebek;LKN, Husum;Treene;9.376074;54.616074;1984-11-01;;Abfluss;;false;194.58;5.000000;1994-11-01;Eider, Nordsee
114122;Eversdorf;LKN, Itzehoe;Bekau;9.476411;53.987141;;;Abfluss;1991-01-11;false;105.0;-5.026000;1958-12-04;
114031;Flintbek;LKN, Kiel;Eider;10.051229;54.241421;1984-11-01;;Abfluss;;false;129.168;0.000000;1994-11-01;Nord-Ostsee-Kanal, Elbe, Nordsee
114235;Halstenbek;LKN, Itzehoe;Düpenau;9.824323;53.640423;1984-11-01;;Abfluss;;false;44.84;2.830000;2018-01-01;
110068;Krückau-Sperrwerk DMA;LKN, Itzehoe;Krückau;9.526090;53.716091;2006-04-12;;Abfluss;2019-09-16;false;265.75;-5.000000;2003-03-06;Nordsee
114201;Langballig;LKN, Kiel;Langballigau;9.660787;54.806866;1984-11-01;;Abfluss;;false;44.2;0.000000;1994-11-01;
114375;Langeln;LKN, Itzehoe;Krückau;9.844699;53.795525;1995-04-01;;Abfluss;;false;38.262;14.437000;1995-04-01;Nordsee
114429;Langeln B4;LKN, Itzehoe;Krückau;9.878230;53.803967;1999-09-06;;Abfluss;2012-01-17;false;24.7;0.000000;2000-06-16;Nordsee
114236;Hohenhorst;LKN, Itzehoe;Pinnau;9.898675;53.757381;1984-11-01;;Abfluss;;false;33.3;12.620000;1990-12-20;Nordsee
114145;Lütau;LKN, Kiel;Linau;10.540814;53.438229;1984-11-01;;Abfluss;;false;90.3;0.000000;1999-09-01;Elbe
114146;Lütau OP;LKN, Itzehoe;Au-Graben;10.534616;53.434155;1984-11-01;;Abfluss;2009-01-06;false;34.1;18.554001;1974-12-09;
114423;Malkendorf;LKN, Kiel;Curau;10.666973;53.964695;2000-04-12;;Abfluss;;false;45.96;7.729000;2007-09-14;
114427;Bäk OP;LKN, Flintbek;Bäk;10.783557;53.711681;1999-08-01;;Abfluss;2004-11-15;false;;1.118000;1998-11-01;
114528;Füsing;LKN, Kiel;Füsinger Au;9.642506;54.535812;2003-09-14;2020-01-22;Abfluss;;true;237.34;-5.000000;2003-09-03;
114208;Holm/Osterbek;LKN, Kiel;Osterbek;9.715348;54.485561;1984-11-01;;Abfluss;2009-02-23;false;27.4;-0.777000;2008-05-15;
114546;Heiligenstedten;LKN, Itzehoe;Stör;9.470220;53.930332;2004-04-15;2020-01-22;Wasserstand;;true;1416.0;-5.000000;2004-03-26;
110045;Hoyer-Schleuse;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.663212;54.962345;1985-11-01;2020-01-22;Wasserstand;;true;;-4.990000;2018-01-01;
110050;Rantumdamm;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.313450;54.860012;1984-11-01;2020-01-22;Wasserstand;;true;;-5.010000;2018-01-01;
110178;Blauort-Norderpiep;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.671433;54.168667;1980-11-01;2020-01-22;Wasserstand;;true;;-5.000000;2018-01-01;
110030;Hooge-Landsende;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.573954;54.558403;1980-11-01;;Wasserstand;2003-11-05;false;;-5.010000;1994-11-01;
110141;Butterloch;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.792871;54.570011;1978-05-01;;Wasserstand;1992-12-15;false;;-5.000000;1994-11-01;
110144;Arlau Aussentief;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.913125;54.537514;1978-11-01;;Wasserstand;1987-05-31;false;;-5.000000;2005-10-19;
110148;Japsand;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.457099;54.580292;1981-05-01;;Wasserstand;2002-12-01;false;;-5.000000;1994-11-01;
110168;Stegel-Ost;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.566995;54.480968;1997-07-01;;Wasserstand;2002-01-01;false;;-5.000000;1997-07-01;
110175;Lister Tief;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.233633;55.060577;1992-12-21;;Wasserstand;1994-11-08;false;;-5.000000;2005-10-20;
110195;Krabbenloch;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.790023;54.008736;1996-05-05;;Wasserstand;2004-12-09;false;;-5.000000;2004-02-05;
110004;Suedwesthoern;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.659583;54.796494;1981-11-01;2020-01-22;Wasserstand;;true;;-5.000000;2018-01-01;
114308;Schalkholz;LKN, Husum;Mühlenbach (Schalkholz);9.299476;54.249249;1996-11-01;;Abfluss;2003-01-07;false;6.075;5.000000;1991-04-19;
114058;Schlesw.-Noorstr.;LKN, Husum;Mühlenbach (Schleswig);9.571872;54.515614;1984-11-01;;Abfluss;2012-01-10;false;17.1;-0.354000;1994-11-01;
114310;Schmarkau-Brücke;LKN, Kiel;Schmarkau;10.490068;54.182137;1987-02-01;;Abfluss;2009-02-03;false;9.5;0.000000;1994-11-01;
114135;Willenscharen;LKN, Itzehoe;Stör;9.806866;54.009590;1984-11-01;;Abfluss;;false;484.41;2.018000;1994-11-01;
111091;Hooge Schulwarft;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.537905;54.568298;1981-11-24;2020-01-22;Wasserstand;;true;;-5.010000;2018-01-01;
114249;Nusse;LKN, Kiel;Steinau;10.580059;53.659729;1985-11-01;;Abfluss;;false;75.2;0.000000;2010-04-28;
114124;Naherfurth;LKN, Itzehoe;Alster;10.124371;53.771809;1984-11-01;;Abfluss;;false;77.1;21.601999;1999-11-01;Nordsee
114522;Pohnsdorfer Stauung unten;LKN, Kiel;Neuwührener Au;10.236357;54.238857;2003-04-05;;Abfluss;2009-04-20;false;38.5;20.499001;2003-04-15;
114281;Rehagen;LKN, Itzehoe;Bunsbach;10.196230;53.708164;1988-05-01;;Abfluss;2012-01-16;false;31.29;-0.028000;1994-11-01;
114436;Sollerup;LKN, Husum;Treene;9.323866;54.570293;1998-08-18;;Abfluss;;false;314.34;0.000000;1997-11-03;Eider, Nordsee
114413;Stutebüll;LKN, Kiel;Grimsau;9.921250;54.684280;1997-03-01;;Abfluss;;false;25.6;0.000000;1996-10-25;
114348;Neuhörup;LKN, Husum;Rodau;9.112839;54.721539;1994-11-01;;Abfluss;;false;49.68;-4.990000;2018-01-01;
114174;Oeversee;LKN, Husum;Bek;9.423178;54.708298;1984-11-01;;Abfluss;;false;18.71;23.704000;2018-01-01;
114398;Pronsdorf;LKN, Itzehoe;Goldenbek;10.467812;53.947571;1996-06-01;;Abfluss;1997-10-31;false;15.0;24.230000;1996-06-01;
114105;Witzeeze;LKN, Kiel;Linau;10.599081;53.453930;1984-11-01;;Abfluss;;false;105.7;10.806000;1994-11-01;Elbe
114465;Großensee;LKN, Itzehoe;Großensee;10.348449;53.614697;2014-10-27;;Wasserstand;;false;;-0.026000;2014-10-27;
110203;Oland Hafensiel Binnen;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;---;8.686745;54.673115;2009-11-22;2020-01-22;Wasserstand;;true;;-5.000000;2018-01-01;
114458;Wensin-Rote Kate;LKN, Itzehoe;Trave;10.454889;53.992203;2002-09-09;2020-01-22;Wasserstand;;true;125.04;0.000000;2002-02-06;
114605;Eutin Neumühle;LKN, Kiel;Schwentine;10.605474;54.150055;2011-09-05;;Wasserstand;;false;;25.382999;2011-09-05;
114612;Bovenau;LKN, Kiel;---;9.831105;54.329380;2012-12-04;;Wasserstand;2014-12-18;false;18.81;5.015000;2012-10-04;
114188;Glücksburg;LKN, Kiel;Schwennau;9.542206;54.842140;1970-01-01;;Wasserstand;;false;33.3;-0.010000;2010-07-08;
114607;Langeln OP;LKN, Itzehoe;Krückau;9.897362;53.808167;;;Abfluss;;false;20.99;19.233999;2011-11-01;Nordsee
114570;Windebyer Noor;LKN, Kiel;---;9.823769;54.463074;2012-06-28;;Wasserstand;;false;;-1.515000;2018-01-01;
114621;Grönauer Mühle;LKN, Kiel;Grönau;10.755494;53.807728;2015-11-01;;Abfluss;;false;19.74;2.422000;2015-10-29;Wakenitz, Trave
114631;Dahme AP;LKN, Kiel;Ostsee;11.083563;54.234322;2015-10-25;2020-01-22;Abfluss;;true;113.6;-5.000000;2011-04-24;
114293;Bucken;LKN, Kiel;Buckener Au;9.707803;54.079819;1990-06-01;;Wasserstand;2009-01-28;false;32.0;0.000000;1994-11-01;
111021;Ehstensiel BP;LKN, Husum;Ehster Sielzug;8.713559;54.301785;1997-11-04;2020-01-22;Wasserstand;;true;19.35;-5.020000;2018-01-01;
114025;Esperstoft;LKN, Husum;Jübek;9.341438;54.542610;1984-11-01;;Wasserstand;;false;29.95;0.000000;1994-11-01;Eider, Nordsee
111030;Biotop III Nord;LKN, Husum;Süsswasserbiotop III;8.872945;54.565968;1998-11-01;;Wasserstand;2002-10-08;false;3.63;-5.000000;1991-06-01;
114289;Bad Bramstedt/Ohlau;LKN, Itzehoe;Ohlau;9.885325;53.901405;1988-12-01;2020-01-22;Wasserstand;;true;75.68;7.683000;2001-01-10;
111026;Beltringharderkoog SWB Mitte;LKN, Husum;Salzwasserbiotop Beltringharde;8.891693;54.547493;2002-01-19;2020-01-22;Wasserstand;;true;10.83;-5.010000;1994-11-01;
114022;Dörpum;LKN, Husum;Dörpum-Bach;9.009299;54.653992;1984-11-01;;Wasserstand;2014-02-10;false;3.0;-5.000000;1994-11-01;Soholmer Au, Bongsieler Kanal, Nordsee (Schlütt, Süderaue)
114325;Böken/Höllenau;LKN, Kiel;Höllenau;9.804735;54.083378;1991-11-01;2020-01-22;Wasserstand;;true;58.9;8.610000;2003-04-01;
114019;Bordelumerkoog;LKN, Husum;Bordelumer Bach;8.926661;54.625526;1998-05-28;;Wasserstand;2001-10-31;false;;0.000000;1999-11-10;
114573;Brunsbüttel Alter Hafen BP;LKN, Husum;---;9.128697;53.896320;2008-01-18;;Wasserstand;2008-05-31;false;87.91;-3.500000;2008-01-18;
114380;Hopen;LKN, Husum;Neuwiesenzuggraben;9.144373;53.989391;1989-06-01;;Wasserstand;2009-01-08;false;2.76;0.000000;1984-12-14;
114457;Kellinghusen;LKN, Itzehoe;Stör;9.727705;53.947773;2002-02-19;;Wasserstand;2015-03-25;false;648.3;0.445000;2000-05-15;
114040;Kupfermühle;LKN, Husum;Krusau;9.415825;54.837490;1984-11-01;;Wasserstand;2000-09-06;false;20.2;-4.812000;1976-03-24;
114044;Leck;LKN, Husum;Lecker Au;8.976109;54.770676;2004-03-19;2020-01-22;Wasserstand;;true;134.26;-4.990000;2018-01-01;Nordsee (Schlütt, Süderaue)
114429;Langeln B4;LKN, Itzehoe;Krückau;9.878230;53.803967;1999-06-16;;Wasserstand;2012-01-17;false;24.7;0.000000;2000-06-16;Nordsee
114362;Hainholzgraben;LKN, Kiel;Hainholzgraben;10.771885;53.981522;1993-01-01;;Wasserstand;1996-01-31;false;;0.000000;1994-11-01;
114247;Hamfelde;LKN, Kiel;Bille;10.434354;53.605507;1984-12-01;;Wasserstand;;false;66.5;0.000000;1994-11-01;Nordsee
114035;Hochmutskate;LKN, Kiel;Drögeneider;10.121636;54.187775;1976-11-01;;Wasserstand;;false;18.5;0.000000;1994-11-01;
114519;Kiel-Oppendorf;LKN, Kiel;Schwentine;10.203833;54.323380;2003-07-17;2020-01-22;Wasserstand;;true;722.55;0.000000;2003-03-06;
114330;Grauel mitte;LKN, Kiel;Buckener Au;9.697871;54.074554;1991-11-01;;Wasserstand;2003-10-31;false;21.0;0.000000;1994-11-01;
114329;Grauel oben;LKN, Kiel;Buckener Au;9.694084;54.072006;1992-03-01;;Wasserstand;2012-01-01;false;20.8;0.000000;1994-11-01;
111041;Kaiser-Wilhelm-Koog;LKN, Husum;Hauptentwässerungsstrom;8.962605;53.917622;1997-10-27;;Wasserstand;2017-03-02;false;;-5.030000;1994-11-01;
111020;Katingwatt-Ringpriel;LKN, Husum;Ringpriel;8.862615;54.289230;1997-11-04;;Wasserstand;;false;;-5.020000;1994-11-01;
111014;Kleihörn;LKN, Husum;Norderbootfahrt;8.883459;54.349865;2000-11-01;2020-01-22;Wasserstand;;true;12.59;-5.020000;2018-01-01;
111098;Klerenbüll;LKN, Husum;---;8.776768;54.377708;2005-06-13;;Wasserstand;2007-07-19;false;;-5.000000;2007-06-10;
114315;Kossau LIO 55;LKN, Kiel;Kossau;10.522851;54.247272;1987-12-01;;Wasserstand;2012-01-01;false;84.6;0.000000;1994-11-01;
114146;Lütau OP;LKN, Itzehoe;Au-Graben;10.534616;53.434155;1984-11-01;;Wasserstand;2009-01-06;false;34.1;18.554001;1974-12-09;
114050;Mühlenbrück;LKN, Husum;Bondenau;9.523184;54.707699;1984-11-01;2020-01-22;Wasserstand;;true;75.68;20.152000;2018-01-01;Tideeider, Nordsee
114182;Stolper See;LKN, Kiel;Stolper See;10.230658;54.138561;1978-11-01;;Wasserstand;;false;61.3;0.000000;2010-05-04;
114413;Stutebüll;LKN, Kiel;Grimsau;9.921250;54.684280;1997-03-01;;Wasserstand;;false;25.6;0.000000;1996-10-25;
114282;Schulsee;LKN, Kiel;Schulsee;10.693277;53.631744;1987-12-15;;Wasserstand;1998-10-30;false;85.8;10.372000;1994-11-01;
114132;Segeberg;LKN, Itzehoe;Trave;10.292153;53.938316;1984-11-01;;Wasserstand;1991-06-01;false;337.0;20.490000;1953-03-06;
114055;Postsee;LKN, Kiel;Postsee;10.265323;54.241711;1994-07-01;2020-01-22;Wasserstand;;true;173.0;0.000000;1994-11-01;
111005;Rantumdammsiel;LKN, Husum;Rantumbecken;8.337576;54.879387;2002-04-01;2020-01-22;Wasserstand;;true;30.8;-5.010000;2018-01-01;
114274;Sarnekow;LKN, Itzehoe;Mühlenbach;10.744810;53.545673;1986-12-01;;Wasserstand;1989-10-31;false;63.02;21.150000;1986-12-01;
114452;Treßsee;LKN, Husum;Bondenau;9.491280;54.700409;2001-11-20;;Wasserstand;;false;126.38;20.000000;2018-01-01;Tideeider, Nordsee
114431;Niesgrau;LKN, Kiel;Lippingau;9.804083;54.746685;2000-07-04;;Wasserstand;;false;47.49;1.985000;2000-06-22;
114263;Passader See;LKN, Kiel;Passader See;10.309929;54.351925;1985-11-01;;Wasserstand;;false;76.4;0.000000;2010-12-08;
114091;Quellenthal/Beste;LKN, Itzehoe;Beste;10.357403;53.795570;1984-11-01;2020-01-22;Wasserstand;;true;136.61;-0.017000;1994-11-01;Ostsee
114447;Radekamp;LKN, Itzehoe;Schwarze Au;10.445378;53.510475;2001-05-03;;Wasserstand;2009-11-26;false;27.2;32.230000;2001-09-17;
114092;Ratzeburger See;LKN, Itzehoe;Ratzeburger See;10.768077;53.699928;1983-11-01;2020-01-22;Wasserstand;;true;317.53;-0.004000;2011-07-28;Wakenitz, Trave
110067;Pinnau-Sperrwerk DMA;LKN, Itzehoe;Pinnau;9.557531;53.671383;2006-06-12;;Wasserstand;2009-03-23;false;348.35;-5.000000;2003-03-06;Nordsee
114096;Sachsenwaldau;LKN, Itzehoe;Bille;10.299097;53.542492;1984-11-01;2020-01-22;Wasserstand;;true;221.13;-0.025000;2018-01-01;Nordsee
114303;Schaalsee;LKN, Itzehoe;Schaalsee;10.876071;53.619759;1990-06-01;2020-01-22;Wasserstand;;true;180.0;-0.007000;2012-06-12;
114064;Soholm;LKN, Husum;Soholmer Au;9.022825;54.699760;2004-03-29;2020-01-22;Wasserstand;;true;342.308;-5.000000;2018-01-01;Nordsee (Schlütt, Süderaue)
110010;Strucklahnungshoern AP;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.806326;54.498829;1962-11-01;2020-01-22;Wasserstand;;true;;-5.020000;2018-01-01;
110014;Everschopsiel AP;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.827643;54.408527;1976-11-01;2020-01-22;Wasserstand;;true;;-5.010000;2018-01-01;
110025;Sommerkoog Steertloch AP;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.958838;54.033890;1986-01-01;2020-01-22;Wasserstand;;true;;-5.040000;2018-01-01;
110185;Flackstrom;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.792004;54.061337;1999-05-20;;Wasserstand;2012-05-08;false;;-5.000000;2004-02-05;
111095;Neufeld Spuelbecken;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;9.023838;53.908028;2005-11-29;2020-01-22;Wasserstand;;true;;-5.030000;2018-01-01;
114374;Appen;LKN, Itzehoe;Appener Au;9.749495;53.660053;1995-03-01;;Abfluss;2009-01-14;false;14.09;1.783000;1995-03-01;
114120;Brachenfeld;LKN, Kiel;Schwale;10.014767;54.079266;1984-11-01;;Abfluss;;false;73.04;21.299999;1994-11-01;Elbe, Nordsee
114293;Bucken;LKN, Kiel;Buckener Au;9.707803;54.079819;;;Abfluss;2009-01-28;false;32.0;0.000000;1994-11-01;
114291;Gr.Offenseht;LKN, Itzehoe;Offenau;9.709226;53.814045;1988-12-01;;Abfluss;;false;10.66;2.596000;1994-11-01;
114133;Wardersee (SE);LKN, Itzehoe;Trave;10.389562;53.976357;2003-07-01;;Wasserstand;;false;246.4;0.000000;1994-11-01;
111101;Pinneberg-Mühlenstraße;LKN, Itzehoe;Pinnau;9.781307;53.660198;2009-11-14;;Wasserstand;2010-06-23;false;;0.000000;2009-11-14;Nordsee
114372;Kölln;LKN, Itzehoe;Ekholter Au;9.720600;53.759903;1995-04-01;;Abfluss;;false;35.03;3.586000;1995-04-01;
114106;Frestedt;LKN, Husum;Dohrlehnsbach;9.178843;54.025333;1984-11-01;;Abfluss;1988-10-27;false;3.47;0.000000;1986-06-27;
114399;Geschendorf;LKN, Itzehoe;Bißnitz;10.428103;53.929344;1996-06-01;;Abfluss;;false;39.0;25.823000;1996-06-01;Ostsee
114206;Mehlbek;LKN, Itzehoe;Stegau;9.441890;54.009464;1984-06-01;;Abfluss;1991-10-31;false;32.4;6.801000;1996-07-11;
114317;Fitzbek;LKN, Kiel;Kirchweddelbach;9.756205;53.997829;1990-07-05;;Abfluss;1994-06-23;false;6.3;0.000000;1994-11-01;
114209;Gelting;LKN, Kiel;Knorr-Au;9.905687;54.739784;1984-11-01;;Abfluss;1999-11-01;false;7.96;0.000000;1981-05-04;
