model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.0285242379928857,0.14584327585810442,0.2678878076702919,0.09512893982808023,0.14997137950772751
GPT-4o,0.02311470596506797,0.11906800172169082,0.29708222811671087,0.10092961487383799,0.17506631299734748
Gemini,0.01369450055514042,0.10202982545193198,0.21453287197231832,0.07345807345807345,0.1273356401384083
Grok,0.035865226709694914,0.15467951867856056,0.324291742013261,0.1267350633675317,0.162748643761302
Claude,0.04255522914597791,0.15042917572389147,0.3144004589787722,0.12521539345203905,0.15834767641996558
