model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.041751772723878124,0.16170428145665053,0.2871564778463264,0.11229646266142616,0.15143017386427368
GPT-4o,0.021838541108450526,0.12452309371602151,0.301460823373174,0.10372340425531915,0.17662682602921642
Gemini,0.014673320498297275,0.1051848666638699,0.22892392049348867,0.08373369938229239,0.12200137080191914
Grok,0.038239058586994,0.16420556629004981,0.32409118915588414,0.12461443553362124,0.16635859519408502
Claude,0.0372950065221275,0.14536271006452225,0.2981366459627329,0.1187111362351611,0.15245623941276118
