vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.14682539682539683,3.534246575342466,0.018830700912673196,-0.0,0.6
1,ICC2,0.18724279835390986,3.826086956521752,0.013550069067170937,0.0,0.66
2,ICC2,0.13323782234957002,5.514563106796105,0.0023786542712365337,0.0,0.55
