,count,mean,std,min,25%,50%,75%,max
Bund_in_Euro,2.0,207000.0,2828.42712474619,205000.0,206000.0,207000.0,208000.0,209000.0
Land_in_Euro,3.0,15333.333333333334,4509.249752822894,11000.0,13000.0,15000.0,17500.0,20000.0
Gesamt_in_Euro,5.0,92000.0,105038.0883299006,11000.0,15000.0,20000.0,205000.0,209000.0
